Year,Month ,Day,period,Total Gross Load,BTM Western Purchases,BTM Upper WCD Purchases,BTM Solar Purchases,BTM Craig Solar, Total Net Load Serve ,,,,Source,,,,,
2019,5,30,18,50,2.32,0.49,0.3,1.82,44.62,,,,,,,,,
2019,5,30,19,50,2.32,0.49,0.3,3.12,43.43,,,,,,,,,
2019,5,30,20,50,2.32,0.49,0.54,1.21,45.04,,,,,,,,,
2019,5,30,21,51,2.32,0.49,0.36,0.13,47.73,,,,,,,,,
2019,5,30,22,51,2.32,0.49,0.12,0,48.03,,,,,,,,,
2019,5,30,23,48,2.32,0.49,0,0,44.75,,,,,,,,,
2019,5,30,24,44,2.32,0.49,0,0,41.22,,,,,,,,,
2019,5,31,1,44,2.32,0.49,0,0,41.08,,,,,,,,,
2019,5,31,2,44,2.32,0.49,0,0,41.01,,,,,,,,,
2019,5,31,3,45,2.32,0.49,0,0,42.35,,,,,,,,,
2019,5,31,4,46,2.32,0.49,0,0,43.31,,,,,,,,,
2019,5,31,5,47,2.32,0.49,0,0,43.84,,,,,,,,,
2019,5,31,6,48,2.32,0.49,0,0,45.61,,,,,,,,,
2019,5,31,7,51,2.32,0.49,0,0,48.39,,,,,,,,,
2019,5,31,8,55,2.32,0.49,0,0.99,50.88,,,,,,,,,
2019,5,31,9,55,2.32,0.49,0.06,2.11,50.44,,,,,,,,,
2019,5,31,10,55,2.32,0.49,0.12,3.31,48.38,,,,,,,,,
2019,5,31,11,54,2.32,0.49,0.36,3.46,47.53,,,,,,,,,
2019,5,31,12,54,2.32,0.49,0.3,3.89,46.52,,,,,,,,,
2019,5,31,13,53,2.32,0.49,0.6,3.3,46.23,,,,,,,,,
2019,5,31,14,52,2.32,0.49,0.6,3.2,45.66,,,,,,,,,
2019,5,31,15,53,2.32,0.49,0.54,2.6,47.46,,,,,,,,,
2019,5,31,16,53,2.32,0.49,0.54,1.29,48.37,,,,,,,,,
2019,5,31,17,49,2.32,0.49,0.54,3.08,43.06,,,,,,,,,
2019,5,31,18,48,2.32,0.49,0.54,3.15,41.26,,,,,,,,,
2019,5,31,19,48,2.32,0.49,0.36,2.06,43.05,,,,,,,,,
2019,5,31,20,49,2.32,0.49,0.48,1.5,43.88,,,,,,,,,
2019,5,31,21,51,2.32,0.49,0.36,0.21,47.27,,,,,,,,,
2019,5,31,22,52,2.32,0.49,0,0,48.99,,,,,,,,,
2019,5,31,23,50,2.32,0.49,0,0,47.5,,,,,,,,,
2019,5,31,24,48,2.32,0.49,0,0,44.91,,,,,,,,,
2019,6,1,1,46,2.32,0.49,0,0,42.89,,,,,,,,,
2019,6,1,2,45,2.19,0.04,0,0,42.83,,,,,,,,,
2019,6,1,3,45,2.19,0.04,0,0,42.67,,,,,,,,,
2019,6,1,4,44,2.19,0.04,0,0,41.98,,,,,,,,,
2019,6,1,5,45,2.19,0.04,0,0,42.52,,,,,,,,,
2019,6,1,6,46,2.19,0.04,0,0,44.19,,,,,,,,,
2019,6,1,7,49,2.19,0.04,0,0,46.99,,,,,,,,,
2019,6,1,8,53,2.19,0.04,0,0.48,50.46,,,,,,,,,
2019,6,1,9,54,2.19,0.04,0.06,1.8,50.13,,,,,,,,,
2019,6,1,10,56,2.19,0.04,0.18,3.89,49.88,,,,,,,,,
2019,6,1,11,56,2.19,0.04,0.24,3.89,49.26,,,,,,,,,
2019,6,1,12,54,2.19,0.04,0.3,3.89,47.43,,,,,,,,,
2019,6,1,13,55,2.19,0.04,0.3,3.89,48.72,,,,,,,,,
2019,6,1,14,53,2.19,0.04,0.42,3.89,46.34,,,,,,,,,
2019,6,1,15,53,2.19,0.04,0.36,3.89,46.31,,,,,,,,,
2019,6,1,16,51,2.19,0.04,0.36,3.89,44.13,,,,,,,,,
2019,6,1,17,51,2.19,0.04,0.3,3.85,44.7,,,,,,,,,
2019,6,1,18,50,2.19,0.04,0.48,3.89,43.2,,,,,,,,,
2019,6,1,19,48,2.19,0.04,0.12,3.68,41.86,,,,,,,,,
2019,6,1,20,47,2.19,0.04,0.12,2.23,42.79,,,,,,,,,
2019,6,1,21,49,2.19,0.04,0.18,0.21,46.4,,,,,,,,,
2019,6,1,22,51,2.19,0.04,0.06,0,48.32,,,,,,,,,
2019,6,1,23,47,2.19,0.04,0,0,45.23,,,,,,,,,
2019,6,1,24,44,2.19,0.04,0,0,41.89,,,,,,,,,
2019,6,2,1,42,2.19,0.04,0,0,39.42,,,,,,,,,
2019,6,2,2,41,2.19,0.04,0,0,38.56,,,,,,,,,
2019,6,2,3,40,2.19,0.04,0,0,38.07,,,,,,,,,
2019,6,2,4,41,2.19,0.04,0,0,38.36,,,,,,,,,
2019,6,2,5,41,2.19,0.04,0,0,39.25,,,,,,,,,
2019,6,2,6,43,2.19,0.04,0,0,40.66,,,,,,,,,
2019,6,2,7,44,2.19,0.04,0,0,42.25,,,,,,,,,
2019,6,2,8,47,2.19,0.04,0.06,0.7,43.83,,,,,,,,,
2019,6,2,9,51,2.19,0.04,0.36,3.26,45.18,,,,,,,,,
2019,6,2,10,51,2.19,0.04,0.48,2.78,45.76,,,,,,,,,
2019,6,2,11,52,2.19,0.04,0.54,3.89,45.27,,,,,,,,,
2019,6,2,12,52,2.19,0.04,0.54,3.89,45.06,,,,,,,,,
2019,6,2,13,53,2.19,0.04,0.54,3.89,46.21,,,,,,,,,
2019,6,2,14,53,2.19,0.04,0.54,3.89,45.89,,,,,,,,,
2019,6,2,15,51,2.19,0.04,0.54,3.89,44.58,,,,,,,,,
2019,6,2,16,52,2.19,0.04,0.54,3.89,45.55,,,,,,,,,
2019,6,2,17,54,2.19,0.04,0.54,3.13,47.97,,,,,,,,,
2019,6,2,18,56,2.19,0.04,0.18,2.8,50.36,,,,,,,,,
2019,6,2,19,52,2.19,0.04,0.12,1.48,48.04,,,,,,,,,
2019,6,2,20,49,2.19,0.04,0.3,0.43,46.01,,,,,,,,,
2019,6,2,21,49,2.19,0.04,0.12,0.06,46.91,,,,,,,,,
2019,6,2,22,51,2.19,0.04,0,0,48.27,,,,,,,,,
2019,6,2,23,48,2.19,0.04,0,0,45.39,,,,,,,,,
2019,6,2,24,44,2.19,0.04,0,0,41.42,,,,,,,,,
2019,6,3,1,42,2.19,0.04,0,0,39.53,,,,,,,,,
2019,6,3,2,41,2.19,0.04,0,0,38.29,,,,,,,,,
2019,6,3,3,41,2.19,0.04,0,0,38.73,,,,,,,,,
2019,6,3,4,41,2.19,0.04,0,0,38.62,,,,,,,,,
2019,6,3,5,42,2.19,0.04,0,0,39.49,,,,,,,,,
2019,6,3,6,43,2.19,0.04,0,0,40.88,,,,,,,,,
2019,6,3,7,48,2.19,0.04,0,0,46.15,,,,,,,,,
2019,6,3,8,54,2.19,0.04,0,1.62,49.78,,,,,,,,,
2019,6,3,9,57,2.19,0.04,0.24,3.5,50.98,,,,,,,,,
2019,6,3,10,57,2.19,0.04,0.24,3.89,50.67,,,,,,,,,
2019,6,3,11,56,2.19,0.04,0.36,3.89,49.14,,,,,,,,,
2019,6,3,12,55,2.19,0.04,0.42,3.89,48.12,,,,,,,,,
2019,6,3,13,54,2.19,0.04,0.54,3.89,47.49,,,,,,,,,
2019,6,3,14,56,2.19,0.04,0.3,3.89,49.16,,,,,,,,,
2019,6,3,15,56,2.19,0.04,0.3,3.89,49.63,,,,,,,,,
2019,6,3,16,55,2.19,0.04,0.24,3.89,48.43,,,,,,,,,
2019,6,3,17,52,2.19,0.04,0.36,3.89,45.43,,,,,,,,,
2019,6,3,18,52,2.19,0.04,0.12,3.89,46.22,,,,,,,,,
2019,6,3,19,53,2.19,0.04,0.06,3.89,46.8,,,,,,,,,
2019,6,3,20,51,2.19,0.04,0.06,2.51,46.62,,,,,,,,,
2019,6,3,21,53,2.19,0.04,0.06,0.31,50.82,,,,,,,,,
2019,6,3,22,56,2.19,0.04,0.06,0,53.84,,,,,,,,,
2019,6,3,23,51,2.19,0.04,0,0,49.22,,,,,,,,,
2019,6,3,24,49,2.19,0.04,0,0,46.33,,,,,,,,,
2019,6,4,1,47,2.19,0.04,0,0,44.51,,,,,,,,,
2019,6,4,2,47,2.19,0.04,0,0,44.58,,,,,,,,,
2019,6,4,3,46,2.19,0.04,0,0,43.36,,,,,,,,,
2019,6,4,4,47,2.19,0.04,0,0,44.43,,,,,,,,,
2019,6,4,5,48,2.19,0.04,0,0,45.54,,,,,,,,,
2019,6,4,6,51,2.19,0.04,0,0,48.47,,,,,,,,,
2019,6,4,7,54,2.19,0.04,0,0,51.96,,,,,,,,,
2019,6,4,8,57,2.19,0.04,0.06,1.65,52.6,,,,,,,,,
2019,6,4,9,58,2.19,0.04,0.3,3.53,52.23,,,,,,,,,
2019,6,4,10,57,2.19,0.04,0.48,3.89,49.92,,,,,,,,,
2019,6,4,11,56,2.19,0.04,0.54,3.89,49.55,,,,,,,,,
2019,6,4,12,56,2.19,0.04,0.54,3.89,48.99,,,,,,,,,
2019,6,4,13,57,2.19,0.04,0.54,3.89,50.01,,,,,,,,,
2019,6,4,14,55,2.19,0.04,0.54,3.89,48.3,,,,,,,,,
2019,6,4,15,55,2.19,0.04,0.48,3.89,48.46,,,,,,,,,
2019,6,4,16,53,2.19,0.04,0.54,3.46,46.95,,,,,,,,,
2019,6,4,17,51,2.19,0.04,0.48,3.82,44.63,,,,,,,,,
2019,6,4,18,51,2.19,0.04,0.48,3.89,44.52,,,,,,,,,
2019,6,4,19,50,2.19,0.04,0.42,1.51,45.95,,,,,,,,,
2019,6,4,20,50,2.19,0.04,0.48,1.34,46.01,,,,,,,,,
2019,6,4,21,52,2.19,0.04,0.06,0.12,49.38,,,,,,,,,
2019,6,4,22,52,2.19,0.04,0,0,49.7,,,,,,,,,
2019,6,4,23,51,2.19,0.04,0,0,48.36,,,,,,,,,
2019,6,4,24,49,2.19,0.04,0,0,46.67,,,,,,,,,
2019,6,5,1,47,2.19,0.04,0,0,44.66,,,,,,,,,
2019,6,5,2,46,2.19,0.04,0,0,43.81,,,,,,,,,
2019,6,5,3,43,2.19,0.04,0,0,40.86,,,,,,,,,
2019,6,5,4,45,2.19,0.04,0,0,42.75,,,,,,,,,
2019,6,5,5,44,2.19,0.04,0,0,41.42,,,,,,,,,
2019,6,5,6,45,2.19,0.04,0,0,43.08,,,,,,,,,
2019,6,5,7,50,2.19,0.04,0,0,48.05,,,,,,,,,
2019,6,5,8,54,2.19,0.04,0.06,1.23,50.19,,,,,,,,,
2019,6,5,9,56,2.19,0.04,0.3,0.98,51.99,,,,,,,,,
2019,6,5,10,56,2.19,0.04,0.42,1.11,52.11,,,,,,,,,
2019,6,5,11,55,2.19,0.04,0.48,1.95,50.12,,,,,,,,,
2019,6,5,12,55,2.19,0.04,0.48,3.89,48,,,,,,,,,
2019,6,5,13,55,2.19,0.04,0.42,3.89,48.05,,,,,,,,,
2019,6,5,14,54,2.19,0.04,0.48,3.89,46.93,,,,,,,,,
2019,6,5,15,54,2.19,0.04,0.42,3.89,47.17,,,,,,,,,
2019,6,5,16,54,2.19,0.04,0.42,3.89,47.37,,,,,,,,,
2019,6,5,17,52,2.19,0.04,0.48,3.89,45.06,,,,,,,,,
2019,6,5,18,51,2.19,0.04,0.42,3.15,45.59,,,,,,,,,
2019,6,5,19,52,2.19,0.04,0.24,2.53,46.59,,,,,,,,,
2019,6,5,20,51,2.19,0.04,0.3,0.26,47.77,,,,,,,,,
2019,6,5,21,51,2.19,0.04,0.12,0.05,49.01,,,,,,,,,
2019,6,5,22,52,2.19,0.04,0.06,0,50,,,,,,,,,
2019,6,5,23,50,2.19,0.04,0,0,47.76,,,,,,,,,
2019,6,5,24,46,2.19,0.04,0,0,43.78,,,,,,,,,
2019,6,6,1,44,2.19,0.04,0,0,41.56,,,,,,,,,
2019,6,6,2,43,2.19,0.04,0,0,40.64,,,,,,,,,
2019,6,6,3,42,2.19,0.04,0,0,40.22,,,,,,,,,
2019,6,6,4,43,2.19,0.04,0,0,40.48,,,,,,,,,
2019,6,6,5,43,2.19,0.04,0,0,41.11,,,,,,,,,
2019,6,6,6,45,2.19,0.04,0,0,43.09,,,,,,,,,
2019,6,6,7,48,2.19,0.04,0,0,46,,,,,,,,,
2019,6,6,8,51,2.19,0.04,0,0.29,48,,,,,,,,,
2019,6,6,9,53,2.19,0.04,0.06,0.37,50.35,,,,,,,,,
2019,6,6,10,55,2.19,0.04,0.06,0.49,52.02,,,,,,,,,
2019,6,6,11,55,2.19,0.04,0.12,0.46,52.18,,,,,,,,,
2019,6,6,12,56,2.19,0.04,0.54,1.15,52.28,,,,,,,,,
2019,6,6,13,56,2.19,0.04,0.24,2.08,51.16,,,,,,,,,
2019,6,6,14,57,2.19,0.04,0.3,1.97,52.92,,,,,,,,,
2019,6,6,15,56,2.19,0.04,0.3,1.3,51.88,,,,,,,,,
2019,6,6,16,53,2.19,0.04,0.18,1.48,49.19,,,,,,,,,
2019,6,6,17,53,2.19,0.04,0.12,1.68,48.78,,,,,,,,,
2019,6,6,18,53,2.19,0.04,0.12,0.57,50.08,,,,,,,,,
2019,6,6,19,52,2.19,0.04,0.06,0.54,49.37,,,,,,,,,
2019,6,6,20,51,2.19,0.04,0.06,0.33,48.03,,,,,,,,,
2019,6,6,21,51,2.19,0.04,0.12,0.06,49.04,,,,,,,,,
2019,6,6,22,52,2.19,0.04,0,0,49.61,,,,,,,,,
2019,6,6,23,49,2.19,0.04,0,0,46.38,,,,,,,,,
2019,6,6,24,47,2.19,0.04,0,0,44.98,,,,,,,,,
2019,6,7,1,44,2.19,0.04,0,0,42.21,,,,,,,,,
2019,6,7,2,45,2.19,0.04,0,0,42.52,,,,,,,,,
2019,6,7,3,44,2.19,0.04,0,0,41.55,,,,,,,,,
2019,6,7,4,44,2.19,0.04,0,0,41.64,,,,,,,,,
2019,6,7,5,44,2.19,0.04,0,0,41.61,,,,,,,,,
2019,6,7,6,46,2.19,0.04,0,0,43.37,,,,,,,,,
2019,6,7,7,50,2.19,0.04,0,0,48.15,,,,,,,,,
2019,6,7,8,53,2.19,0.04,0,0.56,50.49,,,,,,,,,
2019,6,7,9,55,2.19,0.04,0.12,1.12,51.79,,,,,,,,,
2019,6,7,10,55,2.19,0.04,0.36,1.79,51.02,,,,,,,,,
2019,6,7,11,56,2.19,0.04,0.54,3.64,49.5,,,,,,,,,
2019,6,7,12,56,2.19,0.04,0.42,3.02,50.53,,,,,,,,,
2019,6,7,13,56,2.19,0.04,0.48,3.72,49.38,,,,,,,,,
2019,6,7,14,55,2.19,0.04,0.42,3.89,48.92,,,,,,,,,
2019,6,7,15,54,2.19,0.04,0.42,3.89,47.76,,,,,,,,,
2019,6,7,16,53,2.19,0.04,0.54,3.05,46.98,,,,,,,,,
2019,6,7,17,51,2.19,0.04,0.36,3,45.69,,,,,,,,,
2019,6,7,18,51,2.19,0.04,0.42,3.76,44.34,,,,,,,,,
2019,6,7,19,49,2.19,0.04,0.36,3.89,42.73,,,,,,,,,
2019,6,7,20,49,2.19,0.04,0.24,2.8,43.58,,,,,,,,,
2019,6,7,21,50,2.19,0.04,0.12,0.41,47.51,,,,,,,,,
2019,6,7,22,52,2.19,0.04,0.06,0,49.29,,,,,,,,,
2019,6,7,23,49,2.19,0.04,0,0,47,,,,,,,,,
2019,6,7,24,45,2.19,0.04,0,0,43.04,,,,,,,,,
2019,6,8,1,41,2.19,0.04,0,0,38.89,,,,,,,,,
2019,6,8,2,39,2.19,0.04,0,0,36.99,,,,,,,,,
2019,6,8,3,39,2.19,0.04,0,0,36.54,,,,,,,,,
2019,6,8,4,39,2.19,0.04,0,0,36.8,,,,,,,,,
2019,6,8,5,39,2.19,0.04,0,0,37.15,,,,,,,,,
2019,6,8,6,41,2.19,0.04,0,0,38.67,,,,,,,,,
2019,6,8,7,45,2.19,0.04,0,0,42.79,,,,,,,,,
2019,6,8,8,49,2.19,0.04,0,1.8,45.07,,,,,,,,,
2019,6,8,9,52,2.19,0.04,0.06,1.14,48.94,,,,,,,,,
2019,6,8,10,53,2.19,0.04,0.18,3.89,46.97,,,,,,,,,
2019,6,8,11,52,2.19,0.04,0.06,3.89,46.22,,,,,,,,,
2019,6,8,12,50,2.19,0.04,0.12,3.89,43.83,,,,,,,,,
2019,6,8,13,51,2.19,0.04,0.12,3.01,45.2,,,,,,,,,
2019,6,8,14,51,2.19,0.04,0.18,3.89,44.36,,,,,,,,,
2019,6,8,15,50,2.19,0.04,0.3,3.89,43.53,,,,,,,,,
2019,6,8,16,50,2.19,0.04,0.3,2.73,44.75,,,,,,,,,
2019,6,8,17,50,2.19,0.04,0.24,3.08,44.84,,,,,,,,,
2019,6,8,18,52,2.19,0.04,0.3,1.59,47.43,,,,,,,,,
2019,6,8,19,50,2.19,0.04,0.24,1.55,45.78,,,,,,,,,
2019,6,8,20,48,2.19,0.04,0.18,2.18,43.61,,,,,,,,,
2019,6,8,21,49,2.19,0.04,0.3,0.23,46.62,,,,,,,,,
2019,6,8,22,51,2.19,0.04,0.06,0,48.22,,,,,,,,,
2019,6,8,23,47,2.19,0.04,0,0,45.12,,,,,,,,,
2019,6,8,24,44,2.19,0.04,0,0,42,,,,,,,,,
2019,6,9,1,41,2.19,0.04,0,0,39.25,,,,,,,,,
2019,6,9,2,40,2.19,0.04,0,0,37.53,,,,,,,,,
2019,6,9,3,40,2.19,0.04,0,0,37.34,,,,,,,,,
2019,6,9,4,40,2.19,0.04,0,0,37.62,,,,,,,,,
2019,6,9,5,41,2.19,0.04,0,0,38.7,,,,,,,,,
2019,6,9,6,42,2.19,0.04,0,0,39.78,,,,,,,,,
2019,6,9,7,43,2.19,0.04,0,0,40.89,,,,,,,,,
2019,6,9,8,45,2.19,0.04,0.06,1.7,41.02,,,,,,,,,
2019,6,9,9,48,2.19,0.04,0.12,3.62,42,,,,,,,,,
2019,6,9,10,52,2.19,0.04,0.24,3.89,45.52,,,,,,,,,
2019,6,9,11,50,2.19,0.04,0.24,3.89,43.79,,,,,,,,,
2019,6,9,12,50,2.19,0.04,0.3,3.89,43.26,,,,,,,,,
2019,6,9,13,51,2.19,0.04,0.54,3.89,43.89,,,,,,,,,
2019,6,9,14,50,2.19,0.04,0.48,3.89,43.27,,,,,,,,,
2019,6,9,15,49,2.19,0.04,0.42,3.89,42.51,,,,,,,,,
2019,6,9,16,48,2.19,0.04,0.36,3.89,41.29,,,,,,,,,
2019,6,9,17,49,2.19,0.04,0.18,3.41,43.32,,,,,,,,,
2019,6,9,18,50,2.19,0.04,0.48,3.89,43.36,,,,,,,,,
2019,6,9,19,50,2.19,0.04,0.36,3.89,43.57,,,,,,,,,
2019,6,9,20,49,2.19,0.04,0.18,2.72,44.26,,,,,,,,,
2019,6,9,21,51,2.19,0.04,0.18,0.43,48.25,,,,,,,,,
2019,6,9,22,53,2.19,0.04,0.06,0,50.44,,,,,,,,,
2019,6,9,23,50,2.19,0.04,0,0,48.11,,,,,,,,,
2019,6,9,24,45,2.19,0.04,0,0,43.07,,,,,,,,,
2019,6,10,1,43,2.19,0.04,0,0,40.96,,,,,,,,,
2019,6,10,2,42,2.19,0.04,0,0,40.04,,,,,,,,,
2019,6,10,3,43,2.19,0.04,0,0,40.3,,,,,,,,,
2019,6,10,4,43,2.19,0.04,0,0,41.16,,,,,,,,,
2019,6,10,5,44,2.19,0.04,0,0,42.26,,,,,,,,,
2019,6,10,6,49,2.19,0.04,0,0,46.57,,,,,,,,,
2019,6,10,7,54,2.19,0.04,0,0,51.44,,,,,,,,,
2019,6,10,8,59,2.19,0.04,0.06,1.85,54.83,,,,,,,,,
2019,6,10,9,61,2.19,0.04,0.24,3.84,54.52,,,,,,,,,
2019,6,10,10,61,2.19,0.04,0.42,3.89,54.51,,,,,,,,,
2019,6,10,11,62,2.19,0.04,0.48,3.89,55.11,,,,,,,,,
2019,6,10,12,57,2.19,0.04,0.48,3.89,50.03,,,,,,,,,
2019,6,10,13,57,2.19,0.04,0.42,3.89,50.06,,,,,,,,,
2019,6,10,14,57,2.19,0.04,0.36,3.89,50.96,,,,,,,,,
2019,6,10,15,59,2.19,0.04,0.42,3.89,52.21,,,,,,,,,
2019,6,10,16,56,2.19,0.04,0.36,3.89,49.02,,,,,,,,,
2019,6,10,17,52,2.19,0.04,0.42,3.89,45.22,,,,,,,,,
2019,6,10,18,52,2.19,0.04,0.42,3.89,45.65,,,,,,,,,
2019,6,10,19,52,2.19,0.04,0.36,3.89,45.65,,,,,,,,,
2019,6,10,20,51,2.19,0.04,0.3,2.59,45.78,,,,,,,,,
2019,6,10,21,52,2.19,0.04,0.18,0.38,49.61,,,,,,,,,
2019,6,10,22,56,2.19,0.04,0,0,53.98,,,,,,,,,
2019,6,10,23,52,2.19,0.04,0,0,50.01,,,,,,,,,
2019,6,10,24,49,2.19,0.04,0,0,46.62,,,,,,,,,
2019,6,11,1,48,2.19,0.04,0,0,45.9,,,,,,,,,
2019,6,11,2,55,2.19,0.04,0,0,52.85,,,,,,,,,
2019,6,11,3,54,2.19,0.04,0,0,51.36,,,,,,,,,
2019,6,11,4,52,2.19,0.04,0,0,49.78,,,,,,,,,
2019,6,11,5,57,2.19,0.04,0,0,54.62,,,,,,,,,
2019,6,11,6,56,2.19,0.04,0,0,53.91,,,,,,,,,
2019,6,11,7,57,2.19,0.04,0,0.04,55.13,,,,,,,,,
2019,6,11,8,58,2.19,0.04,0.06,1.69,53.72,,,,,,,,,
2019,6,11,9,61,2.19,0.04,0.06,3.46,54.86,,,,,,,,,
2019,6,11,10,58,2.19,0.04,0.12,3.89,51.7,,,,,,,,,
2019,6,11,11,57,2.19,0.04,0.12,3.89,50.98,,,,,,,,,
2019,6,11,12,56,2.19,0.04,0.3,3.74,50.15,,,,,,,,,
2019,6,11,13,57,2.19,0.04,0.48,3.89,50,,,,,,,,,
2019,6,11,14,56,2.19,0.04,0.3,3.44,50.38,,,,,,,,,
2019,6,11,15,56,2.19,0.04,0.18,2.21,51.57,,,,,,,,,
2019,6,11,16,55,2.19,0.04,0.18,3.89,48.21,,,,,,,,,
2019,6,11,17,53,2.19,0.04,0.48,3.89,46.59,,,,,,,,,
2019,6,11,18,50,2.19,0.04,0.12,3.13,44.16,,,,,,,,,
2019,6,11,19,50,2.19,0.04,0.06,2.81,44.84,,,,,,,,,
2019,6,11,20,50,2.19,0.04,0.06,1.85,45.93,,,,,,,,,
2019,6,11,21,51,2.19,0.04,0.06,0.27,48.09,,,,,,,,,
2019,6,11,22,53,2.19,0.04,0,0,50.64,,,,,,,,,
2019,6,11,23,49,2.19,0.04,0,0,46.88,,,,,,,,,
2019,6,11,24,47,2.19,0.04,0,0,44.53,,,,,,,,,
2019,6,12,1,48,2.19,0.04,0,0,45.45,,,,,,,,,
2019,6,12,2,47,2.19,0.04,0,0,44.7,,,,,,,,,
2019,6,12,3,46,2.19,0.04,0,0,44.23,,,,,,,,,
2019,6,12,4,50,2.19,0.04,0,0,47.64,,,,,,,,,
2019,6,12,5,53,2.19,0.04,0,0,50.35,,,,,,,,,
2019,6,12,6,54,2.19,0.04,0,0,51.77,,,,,,,,,
2019,6,12,7,53,2.19,0.04,0,0,50.84,,,,,,,,,
2019,6,12,8,58,2.19,0.04,0,0,55.41,,,,,,,,,
2019,6,12,9,64,2.19,0.04,0.18,0.49,60.96,,,,,,,,,
2019,6,12,10,66,2.19,0.04,0.3,3.89,59.41,,,,,,,,,
2019,6,12,11,66,2.19,0.04,0.18,2.84,60.73,,,,,,,,,
2019,6,12,12,67,2.19,0.04,0.36,2.3,62.2,,,,,,,,,
2019,6,12,13,63,2.19,0.04,0.36,3.89,56.68,,,,,,,,,
2019,6,12,14,56,2.19,0.04,0.36,3.89,49.94,,,,,,,,,
2019,6,12,15,64,2.19,0.04,0.3,3.89,57.2,,,,,,,,,
2019,6,12,16,59,2.19,0.04,0.36,3.89,52.33,,,,,,,,,
2019,6,12,17,51,2.19,0.04,0.3,3.89,44.21,,,,,,,,,
2019,6,12,18,50,2.19,0.04,0.42,2.45,44.97,,,,,,,,,
2019,6,12,19,50,2.19,0.04,0.18,0,47.96,,,,,,,,,
2019,6,12,20,50,2.19,0.04,0.18,0.53,46.88,,,,,,,,,
2019,6,12,21,52,2.19,0.04,0.12,0.1,49.64,,,,,,,,,
2019,6,12,22,56,2.19,0.04,0.06,0,53.64,,,,,,,,,
2019,6,12,23,52,2.19,0.04,0,0,50.03,,,,,,,,,
2019,6,12,24,50,2.19,0.04,0,0,47.51,,,,,,,,,
2019,6,13,1,47,2.19,0.04,0,0,44.28,,,,,,,,,
2019,6,13,2,47,2.19,0.04,0,0,44.86,,,,,,,,,
2019,6,13,3,47,2.19,0.04,0,0,44.29,,,,,,,,,
2019,6,13,4,53,2.19,0.04,0,0,50.71,,,,,,,,,
2019,6,13,5,52,2.19,0.04,0,0,49.35,,,,,,,,,
2019,6,13,6,54,2.19,0.04,0,0,51.8,,,,,,,,,
2019,6,13,7,50,2.19,0.04,0,0,48.1,,,,,,,,,
2019,6,13,8,55,2.19,0.04,0,0.08,52.66,,,,,,,,,
2019,6,13,9,55,2.19,0.04,0.18,0.31,51.95,,,,,,,,,
2019,6,13,10,58,2.19,0.04,0.36,1.08,54.39,,,,,,,,,
2019,6,13,11,65,2.19,0.04,0.36,1.1,61.56,,,,,,,,,
2019,6,13,12,60,2.19,0.04,0.42,1.12,56.18,,,,,,,,,
2019,6,13,13,58,2.19,0.04,0.54,3.52,52.09,,,,,,,,,
2019,6,13,14,57,2.19,0.04,0.42,0.63,54.04,,,,,,,,,
2019,6,13,15,54,2.19,0.04,0.36,3.89,48,,,,,,,,,
2019,6,13,16,53,2.19,0.04,0.48,3.53,46.77,,,,,,,,,
2019,6,13,17,51,2.19,0.04,0.48,3.78,44.73,,,,,,,,,
2019,6,13,18,51,2.19,0.04,0.42,2.65,45.76,,,,,,,,,
2019,6,13,19,51,2.19,0.04,0.42,3.89,44.19,,,,,,,,,
2019,6,13,20,51,2.19,0.04,0.36,1.59,46.67,,,,,,,,,
2019,6,13,21,53,2.19,0.04,0.24,0.25,50.11,,,,,,,,,
2019,6,13,22,57,2.19,0.04,0.06,0,54.8,,,,,,,,,
2019,6,13,23,55,2.19,0.04,0,0,53.24,,,,,,,,,
2019,6,13,24,56,2.19,0.04,0,0,53.91,,,,,,,,,
2019,6,14,1,55,2.19,0.04,0,0,52.98,,,,,,,,,
2019,6,14,2,52,2.19,0.04,0,0,49.7,,,,,,,,,
2019,6,14,3,46,2.19,0.04,0,0,44.22,,,,,,,,,
2019,6,14,4,45,2.19,0.04,0,0,42.92,,,,,,,,,
2019,6,14,5,52,2.19,0.04,0,0,49.58,,,,,,,,,
2019,6,14,6,50,2.19,0.04,0,0,47.73,,,,,,,,,
2019,6,14,7,51,2.19,0.04,0,0,48.75,,,,,,,,,
2019,6,14,8,53,2.19,0.04,0.06,0.18,50.43,,,,,,,,,
2019,6,14,9,57,2.19,0.04,0.12,3.31,51.08,,,,,,,,,
2019,6,14,10,62,2.19,0.04,0.3,2.91,56.31,,,,,,,,,
2019,6,14,11,63,2.19,0.04,0.36,1.66,59.2,,,,,,,,,
2019,6,14,12,66,2.19,0.04,0.36,0.44,62.52,,,,,,,,,
2019,6,14,13,66,2.19,0.04,0.42,1.53,62.2,,,,,,,,,
2019,6,14,14,67,2.19,0.04,0.18,3.89,60.81,,,,,,,,,
2019,6,14,15,66,2.19,0.04,0.18,3.89,59.69,,,,,,,,,
2019,6,14,16,56,2.19,0.04,0.48,2.69,50.72,,,,,,,,,
2019,6,14,17,55,2.19,0.04,0.36,2.79,49.7,,,,,,,,,
2019,6,14,18,56,2.19,0.04,0.6,1.73,51.11,,,,,,,,,
2019,6,14,19,55,2.19,0.04,0.42,3.89,48.64,,,,,,,,,
2019,6,14,20,54,2.19,0.04,0.3,3.16,48.4,,,,,,,,,
