Year,Month ,Day,period,Total Gross Load,BTM Western Purchases,BTM Upper WCD Purchases,BTM Solar Purchases,BTM Craig Solar, Total Net Load Serve ,,,,Source,,,,,
2019,1,1,1,93,3.08,0.38,0,0,89.95,,,Total Gross Load,YVEA Historical,,,,,
2019,1,1,2,92,3.08,0.38,0,0,88.53,,,BTM Western Purchases,Hourly estimated based on monthly/annual energy,,,,,
2019,1,1,3,91,3.08,0.38,0,0,87.75,,,BTM Upper WCD Purchases,Hourly estimated based on monthly/annual energy,,,,,
2019,1,1,4,89,3.08,0.38,0,0,85.61,,,BTM Solar Purchases,Hourly estimated based on monthly/annual energy,,,,,
2019,1,1,5,89,3.08,0.38,0,0,85.24,,,BTM Craig Solar,Hourly estimated based on monthly/annual energy,,,,,
2019,1,1,6,91,3.08,0.38,0,0,87.18,,,,,,,,,
2019,1,1,7,94,3.08,0.38,0,0,90.7,,,Current PLEXOS Forecast Gross Flat,548,GWh/year,,,,
2019,1,1,8,99,3.08,0.38,0,0,95.1,,,,,,,,,
2019,1,1,9,103,3.08,0.38,0,0.45,99.25,,,,,,,,,
2019,1,1,10,104,3.08,0.38,0,2.32,98.44,,,,,,,,,
2019,1,1,11,103,3.08,0.38,0.06,2.68,96.63,,,,,,,,,
2019,1,1,12,101,3.08,0.38,0.06,0.63,97.26,,,,,,,,,
2019,1,1,13,98,3.08,0.38,0.06,0.89,93.82,,,Row Labels,Sum of Total Gross Load,Sum of BTM Western Purchases,Sum of BTM Upper WCD Purchases,Sum of BTM Solar Purchases,Sum of BTM Craig Solar,Sum of  Total Net Load Serve 
2019,1,1,14,96,3.08,0.38,0.12,0.62,91.83,,,2019,"578,405","21,226","2,718","1,160","9,856","543,444"
2019,1,1,15,95,3.08,0.38,0.12,1.38,89.83,,,2020,"554,890","21,296","2,730","1,161","9,858","519,845"
2019,1,1,16,95,3.08,0.38,0.24,0.28,90.63,,,2021,"332,055","12,806","2,325",778,"6,054","310,092"
2019,1,1,17,99,3.08,0.38,0,1.62,94.12,,,,,,,,,
2019,1,1,18,109,3.08,0.38,0,0,105.97,,,Grand Total,"1,465,350","55,327","7,772","3,100","25,769","1,373,382"
2019,1,1,19,112,3.08,0.38,0,0,108.74,,,,,,,,,
2019,1,1,20,111,3.08,0.38,0,0,107.32,,,,,,,,,
2019,1,1,21,109,3.08,0.38,0,0,105.88,,,,,,,,,
2019,1,1,22,106,3.08,0.38,0,0,102.14,,,,,,,,,
2019,1,1,23,101,3.08,0.38,0,0,97.31,,,,,,,,,
2019,1,1,24,97,3.08,0.38,0,0,93.31,,,,,,,,,
2019,1,2,1,94,3.08,0.38,0,0,90.64,,,,,,,,,
2019,1,2,2,94,3.08,0.38,0,0,90.11,,,,,,,,,
2019,1,2,3,94,3.08,0.38,0,0,90.67,,,,,,,,,
2019,1,2,4,95,3.08,0.38,0,0,91.29,,,,,,,,,
2019,1,2,5,96,3.08,0.38,0,0,92.84,,,,,,,,,
2019,1,2,6,100,3.08,0.38,0,0,96.69,,,,,,,,,
2019,1,2,7,107,3.08,0.38,0,0,103.19,,,,,,,,,
2019,1,2,8,115,3.08,0.38,0,0,111.95,,,,,,,,,
2019,1,2,9,120,3.08,0.38,0,0.67,116.33,,,,,,,,,
2019,1,2,10,118,3.08,0.38,0.18,2.75,111.73,,,,,,,,,
2019,1,2,11,116,3.08,0.38,0.24,1.28,110.73,,,,,,,,,
2019,1,2,12,116,3.08,0.38,0.12,0.48,111.83,,,,,,,,,
2019,1,2,13,110,3.08,0.38,0.12,0.75,106.1,,,,,,,,,
2019,1,2,14,105,3.08,0.38,0.12,1.95,99.47,,,,,,,,,
2019,1,2,15,106,3.08,0.38,0.24,0.22,102.26,,,,,,,,,
2019,1,2,16,101,3.08,0.38,0.24,0.29,97.17,,,,,,,,,
2019,1,2,17,104,3.08,0.38,0,0.05,100.5,,,,,,,,,
2019,1,2,18,112,3.08,0.38,0,0,108.19,,,,,,,,,
2019,1,2,19,114,3.08,0.38,0,0,110.25,,,,,,,,,
2019,1,2,20,112,3.08,0.38,0,0,108.97,,,,,,,,,
2019,1,2,21,111,3.08,0.38,0,0,107.13,,,,,,,,,
2019,1,2,22,107,3.08,0.38,0,0,103.24,,,,,,,,,
2019,1,2,23,101,3.08,0.38,0,0,98.03,,,,,,,,,
2019,1,2,24,97,3.08,0.38,0,0,93.39,,,,,,,,,
2019,1,3,1,95,3.08,0.38,0,0,91.64,,,,,,,,,
2019,1,3,2,93,3.08,0.38,0,0,89.85,,,,,,,,,
2019,1,3,3,93,3.08,0.38,0,0,89.67,,,,,,,,,
2019,1,3,4,91,3.08,0.38,0,0,87.88,,,,,,,,,
2019,1,3,5,93,3.08,0.38,0,0,89.38,,,,,,,,,
2019,1,3,6,99,3.08,0.38,0,0,95.45,,,,,,,,,
2019,1,3,7,105,3.08,0.38,0,0,101.68,,,,,,,,,
2019,1,3,8,111,3.08,0.38,0,0,107.12,,,,,,,,,
2019,1,3,9,114,3.08,0.38,0,0.11,110.29,,,,,,,,,
2019,1,3,10,113,3.08,0.38,0.06,0.38,108.71,,,,,,,,,
2019,1,3,11,109,3.08,0.38,0.06,0.66,104.98,,,,,,,,,
2019,1,3,12,105,3.08,0.38,0.06,1.25,99.93,,,,,,,,,
2019,1,3,13,100,3.08,0.38,0.06,1.69,94.97,,,,,,,,,
2019,1,3,14,95,3.08,0.38,0.24,0.43,91.06,,,,,,,,,
2019,1,3,15,92,3.08,0.38,0.3,0.66,87.31,,,,,,,,,
2019,1,3,16,91,3.08,0.38,0.24,0.7,86.57,,,,,,,,,
2019,1,3,17,94,3.08,0.38,0,0.31,90.06,,,,,,,,,
2019,1,3,18,103,3.08,0.38,0,0,99.64,,,,,,,,,
2019,1,3,19,105,3.08,0.38,0,0,101.46,,,,,,,,,
2019,1,3,20,104,3.08,0.38,0,0,100.2,,,,,,,,,
2019,1,3,21,102,3.08,0.38,0,0,98.87,,,,,,,,,
2019,1,3,22,101,3.08,0.38,0,0,97.3,,,,,,,,,
2019,1,3,23,98,3.08,0.38,0,0,94.49,,,,,,,,,
2019,1,3,24,97,3.08,0.38,0,0,93.71,,,,,,,,,
2019,1,4,1,98,3.08,0.38,0,0,94.27,,,,,,,,,
2019,1,4,2,94,3.08,0.38,0,0,90.36,,,,,,,,,
2019,1,4,3,94,3.08,0.38,0,0,90.92,,,,,,,,,
2019,1,4,4,92,3.08,0.38,0,0,88.61,,,,,,,,,
2019,1,4,5,96,3.08,0.38,0,0,92.45,,,,,,,,,
2019,1,4,6,101,3.08,0.38,0,0,97.19,,,,,,,,,
2019,1,4,7,103,3.08,0.38,0,0,99.63,,,,,,,,,
2019,1,4,8,107,3.08,0.38,0,0,103.51,,,,,,,,,
2019,1,4,9,114,3.08,0.38,0,0,110.99,,,,,,,,,
2019,1,4,10,111,3.08,0.38,0.18,0.14,107.65,,,,,,,,,
2019,1,4,11,105,3.08,0.38,0.18,0.54,101.15,,,,,,,,,
2019,1,4,12,106,3.08,0.38,0.12,0.74,101.26,,,,,,,,,
2019,1,4,13,98,3.08,0.38,0.12,0.6,94.04,,,,,,,,,
2019,1,4,14,93,3.08,0.38,0.12,0.62,88.68,,,,,,,,,
2019,1,4,15,89,3.08,0.38,0.3,0.54,84.5,,,,,,,,,
2019,1,4,16,89,3.08,0.38,0.24,0.14,85.58,,,,,,,,,
2019,1,4,17,90,3.08,0.38,0,0.12,86.71,,,,,,,,,
2019,1,4,18,98,3.08,0.38,0,0,94.38,,,,,,,,,
2019,1,4,19,100,3.08,0.38,0,0,96.05,,,,,,,,,
2019,1,4,20,100,3.08,0.38,0,0,96.1,,,,,,,,,
2019,1,4,21,100,3.08,0.38,0,0,96.77,,,,,,,,,
2019,1,4,22,103,3.08,0.38,0,0,99.92,,,,,,,,,
2019,1,4,23,98,3.08,0.38,0,0,94.73,,,,,,,,,
2019,1,4,24,93,3.08,0.38,0,0,89.95,,,,,,,,,
2019,1,5,1,87,3.08,0.38,0,0,83.35,,,,,,,,,
2019,1,5,2,86,3.08,0.38,0,0,82.74,,,,,,,,,
2019,1,5,3,86,3.08,0.38,0,0,82.44,,,,,,,,,
2019,1,5,4,85,3.08,0.38,0,0,81.89,,,,,,,,,
2019,1,5,5,86,3.08,0.38,0,0,82.6,,,,,,,,,
2019,1,5,6,92,3.08,0.38,0,0,89.02,,,,,,,,,
2019,1,5,7,96,3.08,0.38,0,0,92.06,,,,,,,,,
2019,1,5,8,97,3.08,0.38,0,0,93.39,,,,,,,,,
2019,1,5,9,102,3.08,0.38,0,0.13,98.84,,,,,,,,,
2019,1,5,10,101,3.08,0.38,0.06,0.29,97.12,,,,,,,,,
2019,1,5,11,99,3.08,0.38,0.12,0.45,95.3,,,,,,,,,
2019,1,5,12,92,3.08,0.38,0.18,0.95,87.6,,,,,,,,,
2019,1,5,13,91,3.08,0.38,0.18,1.09,85.86,,,,,,,,,
2019,1,5,14,92,3.08,0.38,0.12,1.61,87.28,,,,,,,,,
2019,1,5,15,92,3.08,0.38,0.18,3.19,85.61,,,,,,,,,
2019,1,5,16,94,3.08,0.38,0.24,3.35,86.56,,,,,,,,,
2019,1,5,17,91,3.08,0.38,0,2.26,85.56,,,,,,,,,
2019,1,5,18,96,3.08,0.38,0,0,92.31,,,,,,,,,
2019,1,5,19,95,3.08,0.38,0,0,91.36,,,,,,,,,
2019,1,5,20,93,3.08,0.38,0,0,89.45,,,,,,,,,
2019,1,5,21,94,3.08,0.38,0,0,90.3,,,,,,,,,
2019,1,5,22,97,3.08,0.38,0,0,93.36,,,,,,,,,
2019,1,5,23,93,3.08,0.38,0,0,89.91,,,,,,,,,
2019,1,5,24,89,3.08,0.38,0,0,85.6,,,,,,,,,
2019,1,6,1,86,3.08,0.38,0,0,82.73,,,,,,,,,
2019,1,6,2,83,3.08,0.38,0,0,79.41,,,,,,,,,
2019,1,6,3,84,3.08,0.38,0,0,80.63,,,,,,,,,
2019,1,6,4,85,3.08,0.38,0,0,81.24,,,,,,,,,
2019,1,6,5,81,3.08,0.38,0,0,77.4,,,,,,,,,
2019,1,6,6,83,3.08,0.38,0,0,79.78,,,,,,,,,
2019,1,6,7,85,3.08,0.38,0,0,81.07,,,,,,,,,
2019,1,6,8,89,3.08,0.38,0,0,85.19,,,,,,,,,
2019,1,6,9,93,3.08,0.38,0,0.83,89.14,,,,,,,,,
2019,1,6,10,92,3.08,0.38,0.12,3.19,85.11,,,,,,,,,
2019,1,6,11,97,3.08,0.38,0.06,3.31,89.9,,,,,,,,,
2019,1,6,12,98,3.08,0.38,0.12,3.05,91.53,,,,,,,,,
2019,1,6,13,97,3.08,0.38,0.18,2.87,90.76,,,,,,,,,
2019,1,6,14,94,3.08,0.38,0.06,2.92,87.06,,,,,,,,,
2019,1,6,15,91,3.08,0.38,0.24,3.14,84.33,,,,,,,,,
2019,1,6,16,93,3.08,0.38,0.24,3.23,86.11,,,,,,,,,
2019,1,6,17,96,3.08,0.38,0,2.18,90.1,,,,,,,,,
2019,1,6,18,95,3.08,0.38,0,0,91.4,,,,,,,,,
2019,1,6,19,95,3.08,0.38,0,0,91.68,,,,,,,,,
2019,1,6,20,94,3.08,0.38,0,0,90.4,,,,,,,,,
2019,1,6,21,95,3.08,0.38,0,0,91.78,,,,,,,,,
2019,1,6,22,94,3.08,0.38,0,0,90.2,,,,,,,,,
2019,1,6,23,87,3.08,0.38,0,0,83.4,,,,,,,,,
2019,1,6,24,88,3.08,0.38,0,0,84.31,,,,,,,,,
2019,1,7,1,79,3.08,0.38,0,0,75.27,,,,,,,,,
2019,1,7,2,78,3.08,0.38,0,0,74.22,,,,,,,,,
2019,1,7,3,78,3.08,0.38,0,0,75.03,,,,,,,,,
2019,1,7,4,78,3.08,0.38,0,0,74.86,,,,,,,,,
2019,1,7,5,79,3.08,0.38,0,0,75.46,,,,,,,,,
2019,1,7,6,78,3.08,0.38,0,0,74.75,,,,,,,,,
2019,1,7,7,82,3.08,0.38,0,0,78.63,,,,,,,,,
2019,1,7,8,88,3.08,0.38,0,0,84.22,,,,,,,,,
2019,1,7,9,91,3.08,0.38,0,0.85,86.55,,,,,,,,,
2019,1,7,10,94,3.08,0.38,0.18,3.28,87.31,,,,,,,,,
2019,1,7,11,94,3.08,0.38,0.24,3.35,87.1,,,,,,,,,
2019,1,7,12,94,3.08,0.38,0.12,3.13,87.03,,,,,,,,,
2019,1,7,13,91,3.08,0.38,0.24,2.96,84.76,,,,,,,,,
2019,1,7,14,91,3.08,0.38,0.06,3.01,84.1,,,,,,,,,
2019,1,7,15,89,3.08,0.38,0.06,3.26,82.25,,,,,,,,,
2019,1,7,16,91,3.08,0.38,0.06,3.44,84.2,,,,,,,,,
2019,1,7,17,94,3.08,0.38,0,2.4,88,,,,,,,,,
2019,1,7,18,95,3.08,0.38,0,0,91.49,,,,,,,,,
2019,1,7,19,96,3.08,0.38,0,0,92.16,,,,,,,,,
2019,1,7,20,95,3.08,0.38,0,0,91.18,,,,,,,,,
2019,1,7,21,100,3.08,0.38,0,0,96.66,,,,,,,,,
2019,1,7,22,99,3.08,0.38,0,0,95.44,,,,,,,,,
2019,1,7,23,94,3.08,0.38,0,0,90.32,,,,,,,,,
2019,1,7,24,89,3.08,0.38,0,0,85.19,,,,,,,,,
2019,1,8,1,81,3.08,0.38,0,0,77.95,,,,,,,,,
2019,1,8,2,80,3.08,0.38,0,0,76.62,,,,,,,,,
2019,1,8,3,79,3.08,0.38,0,0,75.25,,,,,,,,,
2019,1,8,4,77,3.08,0.38,0,0,73.59,,,,,,,,,
2019,1,8,5,84,3.08,0.38,0,0,80.79,,,,,,,,,
2019,1,8,6,88,3.08,0.38,0,0,84.98,,,,,,,,,
2019,1,8,7,94,3.08,0.38,0,0,91,,,,,,,,,
2019,1,8,8,96,3.08,0.38,0,0,92.77,,,,,,,,,
2019,1,8,9,104,3.08,0.38,0,0.15,100.86,,,,,,,,,
2019,1,8,10,103,3.08,0.38,0,0.94,98.99,,,,,,,,,
2019,1,8,11,99,3.08,0.38,0.12,1.56,94.23,,,,,,,,,
2019,1,8,12,92,3.08,0.38,0.18,1.32,86.9,,,,,,,,,
2019,1,8,13,92,3.08,0.38,0.18,0.99,87.19,,,,,,,,,
2019,1,8,14,93,3.08,0.38,0.24,1.11,88.48,,,,,,,,,
2019,1,8,15,93,3.08,0.38,0.36,1.19,87.49,,,,,,,,,
2019,1,8,16,85,3.08,0.38,0.3,0.34,80.58,,,,,,,,,
2019,1,8,17,83,3.08,0.38,0,1.03,78.87,,,,,,,,,
2019,1,8,18,90,3.08,0.38,0,0,86.87,,,,,,,,,
2019,1,8,19,93,3.08,0.38,0,0,89.24,,,,,,,,,
2019,1,8,20,92,3.08,0.38,0,0,88.08,,,,,,,,,
2019,1,8,21,91,3.08,0.38,0,0,87.71,,,,,,,,,
2019,1,8,22,93,3.08,0.38,0,0,89.6,,,,,,,,,
2019,1,8,23,88,3.08,0.38,0,0,84.74,,,,,,,,,
2019,1,8,24,87,3.08,0.38,0,0,83.57,,,,,,,,,
2019,1,9,1,92,3.08,0.38,0,0,88.44,,,,,,,,,
2019,1,9,2,89,3.08,0.38,0,0,85.97,,,,,,,,,
2019,1,9,3,87,3.08,0.38,0,0,83.3,,,,,,,,,
2019,1,9,4,91,3.08,0.38,0,0,87.5,,,,,,,,,
2019,1,9,5,91,3.08,0.38,0,0,87.61,,,,,,,,,
2019,1,9,6,90,3.08,0.38,0,0,86.94,,,,,,,,,
2019,1,9,7,92,3.08,0.38,0,0,88.19,,,,,,,,,
2019,1,9,8,95,3.08,0.38,0,0,91.24,,,,,,,,,
2019,1,9,9,93,3.08,0.38,0,0.11,89.36,,,,,,,,,
2019,1,9,10,90,3.08,0.38,0.06,0.46,85.55,,,,,,,,,
2019,1,9,11,86,3.08,0.38,0.12,0.27,81.88,,,,,,,,,
2019,1,9,12,82,3.08,0.38,0.06,0.67,78.06,,,,,,,,,
2019,1,9,13,82,3.08,0.38,0.18,0.61,77.3,,,,,,,,,
2019,1,9,14,80,3.08,0.38,0.18,0.72,75.43,,,,,,,,,
2019,1,9,15,79,3.08,0.38,0.18,0.65,74.9,,,,,,,,,
2019,1,9,16,79,3.08,0.38,0.18,0.48,74.88,,,,,,,,,
2019,1,9,17,82,3.08,0.38,0,0.39,77.89,,,,,,,,,
2019,1,9,18,88,3.08,0.38,0,0,84.89,,,,,,,,,
2019,1,9,19,91,3.08,0.38,0,0,87.63,,,,,,,,,
2019,1,9,20,90,3.08,0.38,0,0,86.23,,,,,,,,,
2019,1,9,21,88,3.08,0.38,0,0,84.89,,,,,,,,,
2019,1,9,22,85,3.08,0.38,0,0,81.14,,,,,,,,,
2019,1,9,23,81,3.08,0.38,0,0,77.21,,,,,,,,,
2019,1,9,24,79,3.08,0.38,0,0,75.23,,,,,,,,,
2019,1,10,1,77,3.08,0.38,0,0,73.82,,,,,,,,,
2019,1,10,2,76,3.08,0.38,0,0,72.83,,,,,,,,,
2019,1,10,3,76,3.08,0.38,0,0,72.94,,,,,,,,,
2019,1,10,4,77,3.08,0.38,0,0,73.61,,,,,,,,,
2019,1,10,5,79,3.08,0.38,0,0,75.13,,,,,,,,,
2019,1,10,6,80,3.08,0.38,0,0,76.8,,,,,,,,,
2019,1,10,7,86,3.08,0.38,0,0,82.12,,,,,,,,,
2019,1,10,8,92,3.08,0.38,0,0,88.49,,,,,,,,,
2019,1,10,9,95,3.08,0.38,0,0.09,91.72,,,,,,,,,
2019,1,10,10,94,3.08,0.38,0.12,1.34,88.63,,,,,,,,,
2019,1,10,11,92,3.08,0.38,0.3,1.09,87.49,,,,,,,,,
2019,1,10,12,90,3.08,0.38,0.3,3.03,82.87,,,,,,,,,
2019,1,10,13,86,3.08,0.38,0.24,2.9,79.41,,,,,,,,,
2019,1,10,14,84,3.08,0.38,0.12,2.98,77.71,,,,,,,,,
2019,1,10,15,84,3.08,0.38,0.3,3.2,77.45,,,,,,,,,
2019,1,10,16,85,3.08,0.38,0.3,3.34,77.68,,,,,,,,,
2019,1,10,17,85,3.08,0.38,0,2.46,78.75,,,,,,,,,
2019,1,10,18,90,3.08,0.38,0,0.13,86.49,,,,,,,,,
2019,1,10,19,92,3.08,0.38,0,0,88.42,,,,,,,,,
2019,1,10,20,91,3.08,0.38,0,0,87.78,,,,,,,,,
2019,1,10,21,92,3.08,0.38,0,0,88.22,,,,,,,,,
2019,1,10,22,87,3.08,0.38,0,0,83.37,,,,,,,,,
2019,1,10,23,84,3.08,0.38,0,0,80.96,,,,,,,,,
2019,1,10,24,80,3.08,0.38,0,0,76.88,,,,,,,,,
2019,1,11,1,78,3.08,0.38,0,0,74.77,,,,,,,,,
2019,1,11,2,77,3.08,0.38,0,0,73.2,,,,,,,,,
2019,1,11,3,76,3.08,0.38,0,0,72.05,,,,,,,,,
2019,1,11,4,76,3.08,0.38,0,0,72.99,,,,,,,,,
2019,1,11,5,78,3.08,0.38,0,0,74.07,,,,,,,,,
2019,1,11,6,80,3.08,0.38,0,0,76.21,,,,,,,,,
2019,1,11,7,85,3.08,0.38,0,0,81.45,,,,,,,,,
2019,1,11,8,90,3.08,0.38,0,0,86.1,,,,,,,,,
2019,1,11,9,92,3.08,0.38,0,0.91,87.73,,,,,,,,,
2019,1,11,10,92,3.08,0.38,0.18,3.37,84.95,,,,,,,,,
2019,1,11,11,91,3.08,0.38,0.3,3.43,83.83,,,,,,,,,
2019,1,11,12,90,3.08,0.38,0.24,3.18,82.95,,,,,,,,,
2019,1,11,13,88,3.08,0.38,0.18,2.41,82.35,,,,,,,,,
2019,1,11,14,87,3.08,0.38,0.18,2.25,81.4,,,,,,,,,
2019,1,11,15,87,3.08,0.38,0.36,3.21,79.48,,,,,,,,,
2019,1,11,16,87,3.08,0.38,0.3,3.34,79.77,,,,,,,,,
2019,1,11,17,88,3.08,0.38,0,2.43,82.02,,,,,,,,,
2019,1,11,18,91,3.08,0.38,0,0.14,87.14,,,,,,,,,
2019,1,11,19,91,3.08,0.38,0,0,87.19,,,,,,,,,
2019,1,11,20,88,3.08,0.38,0,0,84.64,,,,,,,,,
2019,1,11,21,89,3.08,0.38,0,0,85.88,,,,,,,,,
2019,1,11,22,86,3.08,0.38,0,0,83.02,,,,,,,,,
2019,1,11,23,83,3.08,0.38,0,0,79.21,,,,,,,,,
2019,1,11,24,78,3.08,0.38,0,0,74.9,,,,,,,,,
2019,1,12,1,77,3.08,0.38,0,0,73.14,,,,,,,,,
2019,1,12,2,76,3.08,0.38,0,0,72.33,,,,,,,,,
2019,1,12,3,76,3.08,0.38,0,0,72.86,,,,,,,,,
2019,1,12,4,82,3.08,0.38,0,0,78.26,,,,,,,,,
2019,1,12,5,87,3.08,0.38,0,0,83.89,,,,,,,,,
2019,1,12,6,82,3.08,0.38,0,0,78.71,,,,,,,,,
2019,1,12,7,88,3.08,0.38,0,0,84.14,,,,,,,,,
2019,1,12,8,89,3.08,0.38,0,0,86,,,,,,,,,
2019,1,12,9,92,3.08,0.38,0,0.83,88.14,,,,,,,,,
2019,1,12,10,93,3.08,0.38,0.24,3.14,85.92,,,,,,,,,
2019,1,12,11,92,3.08,0.38,0.3,3.29,85.16,,,,,,,,,
2019,1,12,12,98,3.08,0.38,0.3,3.07,90.82,,,,,,,,,
2019,1,12,13,96,3.08,0.38,0.18,2.9,89.55,,,,,,,,,
2019,1,12,14,94,3.08,0.38,0.12,1.23,89,,,,,,,,,
2019,1,12,15,94,3.08,0.38,0.12,0.78,89.84,,,,,,,,,
2019,1,12,16,95,3.08,0.38,0.24,0.28,90.75,,,,,,,,,
2019,1,12,17,98,3.08,0.38,0,2.04,92.28,,,,,,,,,
2019,1,12,18,95,3.08,0.38,0,0.07,91.55,,,,,,,,,
2019,1,12,19,93,3.08,0.38,0,0,89.24,,,,,,,,,
2019,1,12,20,91,3.08,0.38,0,0,87.92,,,,,,,,,
2019,1,12,21,92,3.08,0.38,0,0,88.93,,,,,,,,,
2019,1,12,22,97,3.08,0.38,0,0,93.06,,,,,,,,,
2019,1,12,23,93,3.08,0.38,0,0,89.98,,,,,,,,,
2019,1,12,24,88,3.08,0.38,0,0,84.95,,,,,,,,,
2019,1,13,1,86,3.08,0.38,0,0,82.74,,,,,,,,,
2019,1,13,2,87,3.08,0.38,0,0,83.78,,,,,,,,,
2019,1,13,3,83,3.08,0.38,0,0,79.34,,,,,,,,,
2019,1,13,4,87,3.08,0.38,0,0,83.56,,,,,,,,,
2019,1,13,5,85,3.08,0.38,0,0,81.75,,,,,,,,,
2019,1,13,6,90,3.08,0.38,0,0,86.17,,,,,,,,,
2019,1,13,7,95,3.08,0.38,0,0,91.95,,,,,,,,,
2019,1,13,8,98,3.08,0.38,0,0,94.15,,,,,,,,,
2019,1,13,9,104,3.08,0.38,0,0.86,99.47,,,,,,,,,
2019,1,13,10,102,3.08,0.38,0.06,1.96,96.98,,,,,,,,,
2019,1,13,11,96,3.08,0.38,0.06,1.02,91.62,,,,,,,,,
2019,1,13,12,92,3.08,0.38,0.3,2.46,86.19,,,,,,,,,
2019,1,13,13,95,3.08,0.38,0.24,2.26,89.18,,,,,,,,,
2019,1,13,14,95,3.08,0.38,0.06,1.79,89.39,,,,,,,,,
2019,1,13,15,90,3.08,0.38,0.06,1.73,85.11,,,,,,,,,
2019,1,13,16,91,3.08,0.38,0.18,0.52,87.26,,,,,,,,,
2019,1,13,17,87,3.08,0.38,0,0.24,83.34,,,,,,,,,
2019,1,13,18,94,3.08,0.38,0,0,90.41,,,,,,,,,
2019,1,13,19,94,3.08,0.38,0,0,90.4,,,,,,,,,
2019,1,13,20,95,3.08,0.38,0,0,91.5,,,,,,,,,
2019,1,13,21,96,3.08,0.38,0,0,92.7,,,,,,,,,
2019,1,13,22,100,3.08,0.38,0,0,96.6,,,,,,,,,
2019,1,13,23,98,3.08,0.38,0,0,94.23,,,,,,,,,
2019,1,13,24,96,3.08,0.38,0,0,92.96,,,,,,,,,
2019,1,14,1,96,3.08,0.38,0,0,92.73,,,,,,,,,
2019,1,14,2,97,3.08,0.38,0,0,93.23,,,,,,,,,
2019,1,14,3,97,3.08,0.38,0,0,93.55,,,,,,,,,
2019,1,14,4,98,3.08,0.38,0,0,94.68,,,,,,,,,
2019,1,14,5,99,3.08,0.38,0,0,95.65,,,,,,,,,
2019,1,14,6,103,3.08,0.38,0,0,99.23,,,,,,,,,
2019,1,14,7,107,3.08,0.38,0,0,103.22,,,,,,,,,
2019,1,14,8,106,3.08,0.38,0,0,103.02,,,,,,,,,
2019,1,14,9,106,3.08,0.38,0,0.9,101.44,,,,,,,,,
2019,1,14,10,105,3.08,0.38,0.06,3.31,97.67,,,,,,,,,
2019,1,14,11,102,3.08,0.38,0.18,3.46,95.33,,,,,,,,,
2019,1,14,12,99,3.08,0.38,0.06,3.23,92.59,,,,,,,,,
2019,1,14,13,101,3.08,0.38,0.12,3.04,94.81,,,,,,,,,
2019,1,14,14,99,3.08,0.38,0.06,3.07,92.6,,,,,,,,,
2019,1,14,15,98,3.08,0.38,0.06,3.25,91.2,,,,,,,,,
2019,1,14,16,93,3.08,0.38,0.3,3.3,85.83,,,,,,,,,
2019,1,14,17,92,3.08,0.38,0.3,2.5,86.05,,,,,,,,,
2019,1,14,18,97,3.08,0.38,0,0.11,93.74,,,,,,,,,
2019,1,14,19,98,3.08,0.38,0,0,94.26,,,,,,,,,
2019,1,14,20,99,3.08,0.38,0,0,95.04,,,,,,,,,
2019,1,14,21,100,3.08,0.38,0,0,96.52,,,,,,,,,
2019,1,14,22,94,3.08,0.38,0,0,90.3,,,,,,,,,
2019,1,14,23,89,3.08,0.38,0,0,85.51,,,,,,,,,
2019,1,14,24,86,3.08,0.38,0,0,82.57,,,,,,,,,
2019,1,15,1,84,3.08,0.38,0,0,80.93,,,,,,,,,
2019,1,15,2,86,3.08,0.38,0,0,82.72,,,,,,,,,
2019,1,15,3,87,3.08,0.38,0,0,83.83,,,,,,,,,
2019,1,15,4,86,3.08,0.38,0,0,82.67,,,,,,,,,
2019,1,15,5,87,3.08,0.38,0,0,83.04,,,,,,,,,
2019,1,15,6,88,3.08,0.38,0,0,84.42,,,,,,,,,
2019,1,15,7,91,3.08,0.38,0,0,88.02,,,,,,,,,
2019,1,15,8,96,3.08,0.38,0,0,93.02,,,,,,,,,
2019,1,15,9,98,3.08,0.38,0,0.16,94.65,,,,,,,,,
2019,1,15,10,97,3.08,0.38,0.18,0.37,93.32,,,,,,,,,
2019,1,15,11,95,3.08,0.38,0.18,0.74,90.76,,,,,,,,,
2019,1,15,12,92,3.08,0.38,0.24,2.2,86.04,,,,,,,,,
2019,1,15,13,89,3.08,0.38,0.18,2.21,83.36,,,,,,,,,
2019,1,15,14,89,3.08,0.38,0.06,1.72,84.11,,,,,,,,,
2019,1,15,15,94,3.08,0.38,0,1.24,89.46,,,,,,,,,
2019,1,15,16,94,3.08,0.38,0.18,1.35,88.66,,,,,,,,,
2019,1,15,17,94,3.08,0.38,0.06,1.16,89.69,,,,,,,,,
2019,1,15,18,95,3.08,0.38,0,0.07,91.44,,,,,,,,,
2019,1,15,19,93,3.08,0.38,0,0,89.26,,,,,,,,,
2019,1,15,20,90,3.08,0.38,0,0,86.69,,,,,,,,,
2019,1,15,21,89,3.08,0.38,0,0,85.22,,,,,,,,,
2019,1,15,22,87,3.08,0.38,0,0,83.77,,,,,,,,,
2019,1,15,23,87,3.08,0.38,0,0,83.24,,,,,,,,,
2019,1,15,24,86,3.08,0.38,0,0,82.25,,,,,,,,,
2019,1,16,1,82,3.08,0.38,0,0,78.36,,,,,,,,,
2019,1,16,2,86,3.08,0.38,0,0,82.73,,,,,,,,,
2019,1,16,3,85,3.08,0.38,0,0,81.88,,,,,,,,,
2019,1,16,4,86,3.08,0.38,0,0,82.15,,,,,,,,,
