Year,Month ,Day,period,Total Gross Load,BTM WAPA,Total Net Load Serve,,,,Source,
2019,5,11,9,16.48,2.24,14,,,,,
2019,5,11,10,16.03,2.24,14,,,,,
2019,5,11,11,15.72,2.24,13,,,,,
2019,5,11,12,15.36,2.24,13,,,,,
2019,5,11,13,17.13,2.24,15,,,,,
2019,5,11,14,18.77,2.24,17,,,,,
2019,5,11,15,21.12,2.24,19,,,,,
2019,5,11,16,19.61,2.24,17,,,,,
2019,5,11,17,14.33,2.24,12,,,,,
2019,5,11,18,14.77,2.24,13,,,,,
2019,5,11,19,16.57,2.24,14,,,,,
2019,5,11,20,19.7,2.24,17,,,,,
2019,5,11,21,22.76,2.24,21,,,,,
2019,5,11,22,23.16,2.24,21,,,,,
2019,5,11,23,21.95,2.24,20,,,,,
2019,5,11,24,20.58,2.24,18,,,,,
2019,5,12,1,19.58,2.24,17,,,,,
2019,5,12,2,19.01,2.24,17,,,,,
2019,5,12,3,18.71,2.24,16,,,,,
2019,5,12,4,18.51,2.24,16,,,,,
2019,5,12,5,18.67,2.24,16,,,,,
2019,5,12,6,19.08,2.24,17,,,,,
2019,5,12,7,18.3,2.24,16,,,,,
2019,5,12,8,16.48,2.24,14,,,,,
2019,5,12,9,14.14,2.24,12,,,,,
2019,5,12,10,12.13,2.24,10,,,,,
2019,5,12,11,11.84,2.24,10,,,,,
2019,5,12,12,11.69,2.24,9,,,,,
2019,5,12,13,11.96,2.24,10,,,,,
2019,5,12,14,12.92,2.24,11,,,,,
2019,5,12,15,11.99,2.24,10,,,,,
2019,5,12,16,12.22,2.24,10,,,,,
2019,5,12,17,13.64,2.24,11,,,,,
2019,5,12,18,13.22,2.24,11,,,,,
2019,5,12,19,15.78,2.24,14,,,,,
2019,5,12,20,18.75,2.24,17,,,,,
2019,5,12,21,21.82,2.24,20,,,,,
2019,5,12,22,22.3,2.24,20,,,,,
2019,5,12,23,21.05,2.24,19,,,,,
2019,5,12,24,19.44,2.24,17,,,,,
2019,5,13,1,18.67,2.24,16,,,,,
2019,5,13,2,18.05,2.24,16,,,,,
2019,5,13,3,17.85,2.24,16,,,,,
2019,5,13,4,17.99,2.24,16,,,,,
2019,5,13,5,18.66,2.24,16,,,,,
2019,5,13,6,20.1,2.24,18,,,,,
2019,5,13,7,20.38,2.24,18,,,,,
2019,5,13,8,19.59,2.24,17,,,,,
2019,5,13,9,18,2.24,16,,,,,
2019,5,13,10,16.67,2.24,14,,,,,
2019,5,13,11,16.83,2.24,15,,,,,
2019,5,13,12,17.2,2.24,15,,,,,
2019,5,13,13,17.4,2.24,15,,,,,
2019,5,13,14,17.6,2.24,15,,,,,
2019,5,13,15,17.73,2.24,15,,,,,
2019,5,13,16,17.75,2.24,16,,,,,
2019,5,13,17,17.66,2.24,15,,,,,
2019,5,13,18,18.48,2.24,16,,,,,
2019,5,13,19,20.57,2.24,18,,,,,
2019,5,13,20,22.4,2.24,20,,,,,
2019,5,13,21,24.52,2.24,22,,,,,
2019,5,13,22,23.85,2.24,22,,,,,
2019,5,13,23,21.58,2.24,19,,,,,
2019,5,13,24,19.85,2.24,18,,,,,
2019,5,14,1,18.61,2.24,16,,,,,
2019,5,14,2,18.19,2.24,16,,,,,
2019,5,14,3,17.81,2.24,16,,,,,
2019,5,14,4,17.91,2.24,16,,,,,
2019,5,14,5,18.5,2.24,16,,,,,
2019,5,14,6,19.61,2.24,17,,,,,
2019,5,14,7,19.94,2.24,18,,,,,
2019,5,14,8,19.34,2.24,17,,,,,
2019,5,14,9,17.96,2.24,16,,,,,
2019,5,14,10,16.85,2.24,15,,,,,
2019,5,14,11,17.32,2.24,15,,,,,
2019,5,14,12,17.68,2.24,15,,,,,
2019,5,14,13,18.64,2.24,16,,,,,
2019,5,14,14,19.15,2.24,17,,,,,
2019,5,14,15,18.77,2.24,17,,,,,
2019,5,14,16,19.03,2.24,17,,,,,
2019,5,14,17,21.3,2.24,19,,,,,
2019,5,14,18,20.44,2.24,18,,,,,
2019,5,14,19,22.2,2.24,20,,,,,
2019,5,14,20,22.67,2.24,20,,,,,
2019,5,14,21,24.85,2.24,23,,,,,
2019,5,14,22,24.15,2.24,22,,,,,
2019,5,14,23,22.14,2.24,20,,,,,
2019,5,14,24,19.97,2.24,18,,,,,
2019,5,15,1,18.71,2.24,16,,,,,
2019,5,15,2,18.07,2.24,16,,,,,
2019,5,15,3,17.75,2.24,16,,,,,
2019,5,15,4,17.76,2.24,16,,,,,
2019,5,15,5,18.24,2.24,16,,,,,
2019,5,15,6,19.25,2.24,17,,,,,
2019,5,15,7,19.45,2.24,17,,,,,
2019,5,15,8,19.11,2.24,17,,,,,
2019,5,15,9,17.71,2.24,15,,,,,
2019,5,15,10,16.84,2.24,15,,,,,
2019,5,15,11,17.27,2.24,15,,,,,
2019,5,15,12,20.43,2.24,18,,,,,
2019,5,15,13,19.55,2.24,17,,,,,
2019,5,15,14,20.06,2.24,18,,,,,
2019,5,15,15,20.78,2.24,19,,,,,
2019,5,15,16,21.45,2.24,19,,,,,
2019,5,15,17,22.55,2.24,20,,,,,
2019,5,15,18,21.31,2.24,19,,,,,
2019,5,15,19,22.35,2.24,20,,,,,
2019,5,15,20,23.04,2.24,21,,,,,
2019,5,15,21,25.15,2.24,23,,,,,
2019,5,15,22,24.14,2.24,22,,,,,
2019,5,15,23,21.92,2.24,20,,,,,
2019,5,15,24,20.03,2.24,18,,,,,
2019,5,16,1,18.82,2.24,17,,,,,
2019,5,16,2,18.04,2.24,16,,,,,
2019,5,16,3,17.82,2.24,16,,,,,
2019,5,16,4,17.88,2.24,16,,,,,
2019,5,16,5,18.26,2.24,16,,,,,
2019,5,16,6,19.29,2.24,17,,,,,
2019,5,16,7,19.88,2.24,18,,,,,
2019,5,16,8,20,2.24,18,,,,,
2019,5,16,9,19.44,2.24,17,,,,,
2019,5,16,10,18.44,2.24,16,,,,,
2019,5,16,11,18.23,2.24,16,,,,,
2019,5,16,12,20.4,2.24,18,,,,,
2019,5,16,13,22.44,2.24,20,,,,,
2019,5,16,14,20.3,2.24,18,,,,,
2019,5,16,15,18.6,2.24,16,,,,,
2019,5,16,16,19.43,2.24,17,,,,,
2019,5,16,17,19.6,2.24,17,,,,,
2019,5,16,18,18.85,2.24,17,,,,,
2019,5,16,19,20.09,2.24,18,,,,,
2019,5,16,20,21.85,2.24,20,,,,,
2019,5,16,21,24.41,2.24,22,,,,,
2019,5,16,22,23.89,2.24,22,,,,,
2019,5,16,23,21.79,2.24,20,,,,,
2019,5,16,24,20,2.24,18,,,,,
2019,5,17,1,18.89,2.24,17,,,,,
2019,5,17,2,18.27,2.24,16,,,,,
2019,5,17,3,17.89,2.24,16,,,,,
2019,5,17,4,17.78,2.24,16,,,,,
2019,5,17,5,18.36,2.24,16,,,,,
2019,5,17,6,19.32,2.24,17,,,,,
2019,5,17,7,19.47,2.24,17,,,,,
2019,5,17,8,19.15,2.24,17,,,,,
2019,5,17,9,19.31,2.24,17,,,,,
2019,5,17,10,22.12,2.24,20,,,,,
2019,5,17,11,19.42,2.24,17,,,,,
2019,5,17,12,17.83,2.24,16,,,,,
2019,5,17,13,18.13,2.24,16,,,,,
2019,5,17,14,17.73,2.24,15,,,,,
2019,5,17,15,16.64,2.24,14,,,,,
2019,5,17,16,16.93,2.24,15,,,,,
2019,5,17,17,15.61,2.24,13,,,,,
2019,5,17,18,16.66,2.24,14,,,,,
2019,5,17,19,18.52,2.24,16,,,,,
2019,5,17,20,20.77,2.24,19,,,,,
2019,5,17,21,23.21,2.24,21,,,,,
2019,5,17,22,23.29,2.24,21,,,,,
2019,5,17,23,21.87,2.24,20,,,,,
2019,5,17,24,20.39,2.24,18,,,,,
2019,5,18,1,19.41,2.24,17,,,,,
2019,5,18,2,18.76,2.24,17,,,,,
2019,5,18,3,18.44,2.24,16,,,,,
2019,5,18,4,18.34,2.24,16,,,,,
2019,5,18,5,18.79,2.24,17,,,,,
2019,5,18,6,19.49,2.24,17,,,,,
2019,5,18,7,18.48,2.24,16,,,,,
2019,5,18,8,17.22,2.24,15,,,,,
2019,5,18,9,14.88,2.24,13,,,,,
2019,5,18,10,13.46,2.24,11,,,,,
2019,5,18,11,13.77,2.24,12,,,,,
2019,5,18,12,13.54,2.24,11,,,,,
2019,5,18,13,13.63,2.24,11,,,,,
2019,5,18,14,14.21,2.24,12,,,,,
2019,5,18,15,14.04,2.24,12,,,,,
2019,5,18,16,13.37,2.24,11,,,,,
2019,5,18,17,13.11,2.24,11,,,,,
2019,5,18,18,14.06,2.24,12,,,,,
2019,5,18,19,16.28,2.24,14,,,,,
2019,5,18,20,19.39,2.24,17,,,,,
2019,5,18,21,22.34,2.24,20,,,,,
2019,5,18,22,22.54,2.24,20,,,,,
2019,5,18,23,21.31,2.24,19,,,,,
2019,5,18,24,19.96,2.24,18,,,,,
2019,5,19,1,19.07,2.24,17,,,,,
2019,5,19,2,18.47,2.24,16,,,,,
2019,5,19,3,18.18,2.24,16,,,,,
2019,5,19,4,18.08,2.24,16,,,,,
2019,5,19,5,18.12,2.24,16,,,,,
2019,5,19,6,18.52,2.24,16,,,,,
2019,5,19,7,17.66,2.24,15,,,,,
2019,5,19,8,17.21,2.24,15,,,,,
2019,5,19,9,17.75,2.24,16,,,,,
2019,5,19,10,16.95,2.24,15,,,,,
2019,5,19,11,16.18,2.24,14,,,,,
2019,5,19,12,14.76,2.24,13,,,,,
2019,5,19,13,15.07,2.24,13,,,,,
2019,5,19,14,17.19,2.24,15,,,,,
2019,5,19,15,16.74,2.24,15,,,,,
2019,5,19,16,17.68,2.24,15,,,,,
2019,5,19,17,18.47,2.24,16,,,,,
2019,5,19,18,18.69,2.24,16,,,,,
2019,5,19,19,19.22,2.24,17,,,,,
2019,5,19,20,20.42,2.24,18,,,,,
2019,5,19,21,22.49,2.24,20,,,,,
2019,5,19,22,22.53,2.24,20,,,,,
2019,5,19,23,21.22,2.24,19,,,,,
2019,5,19,24,19.77,2.24,18,,,,,
2019,5,20,1,18.72,2.24,16,,,,,
2019,5,20,2,18.18,2.24,16,,,,,
2019,5,20,3,18.04,2.24,16,,,,,
2019,5,20,4,18.09,2.24,16,,,,,
2019,5,20,5,18.67,2.24,16,,,,,
2019,5,20,6,19.98,2.24,18,,,,,
2019,5,20,7,20.62,2.24,18,,,,,
2019,5,20,8,21.41,2.24,19,,,,,
2019,5,20,9,23.87,2.24,22,,,,,
2019,5,20,10,24.64,2.24,22,,,,,
2019,5,20,11,23.99,2.24,22,,,,,
2019,5,20,12,23.58,2.24,21,,,,,
2019,5,20,13,22.85,2.24,21,,,,,
2019,5,20,14,24.13,2.24,22,,,,,
2019,5,20,15,19.13,2.24,17,,,,,
2019,5,20,16,20.43,2.24,18,,,,,
2019,5,20,17,20.62,2.24,18,,,,,
2019,5,20,18,18.03,2.24,16,,,,,
2019,5,20,19,19.95,2.24,18,,,,,
2019,5,20,20,22.69,2.24,20,,,,,
2019,5,20,21,25.36,2.24,23,,,,,
2019,5,20,22,24.97,2.24,23,,,,,
2019,5,20,23,23.24,2.24,21,,,,,
2019,5,20,24,21.73,2.24,19,,,,,
2019,5,21,1,20.72,2.24,18,,,,,
2019,5,21,2,20.28,2.24,18,,,,,
2019,5,21,3,20.18,2.24,18,,,,,
2019,5,21,4,20.24,2.24,18,,,,,
2019,5,21,5,20.68,2.24,18,,,,,
2019,5,21,6,21.57,2.24,19,,,,,
2019,5,21,7,22.01,2.24,20,,,,,
2019,5,21,8,21.04,2.24,19,,,,,
2019,5,21,9,21.3,2.24,19,,,,,
2019,5,21,10,20.8,2.24,19,,,,,
2019,5,21,11,21.16,2.24,19,,,,,
2019,5,21,12,20.52,2.24,18,,,,,
2019,5,21,13,20.3,2.24,18,,,,,
2019,5,21,14,20.83,2.24,19,,,,,
2019,5,21,15,20.9,2.24,19,,,,,
2019,5,21,16,21.11,2.24,19,,,,,
2019,5,21,17,22.02,2.24,20,,,,,
2019,5,21,18,22.58,2.24,20,,,,,
2019,5,21,19,22.62,2.24,20,,,,,
2019,5,21,20,23.33,2.24,21,,,,,
2019,5,21,21,25.4,2.24,23,,,,,
2019,5,21,22,25.04,2.24,23,,,,,
2019,5,21,23,22.87,2.24,21,,,,,
2019,5,21,24,21.13,2.24,19,,,,,
2019,5,22,1,20.17,2.24,18,,,,,
2019,5,22,2,19.5,2.24,17,,,,,
2019,5,22,3,19.5,2.24,17,,,,,
2019,5,22,4,19.62,2.24,17,,,,,
2019,5,22,5,20.11,2.24,18,,,,,
2019,5,22,6,21.32,2.24,19,,,,,
2019,5,22,7,21.47,2.24,19,,,,,
2019,5,22,8,20.88,2.24,19,,,,,
2019,5,22,9,22.88,2.24,21,,,,,
2019,5,22,10,21.89,2.24,20,,,,,
2019,5,22,11,22.52,2.24,20,,,,,
2019,5,22,12,19.83,2.24,18,,,,,
2019,5,22,13,19.5,2.24,17,,,,,
2019,5,22,14,19.44,2.24,17,,,,,
2019,5,22,15,19.8,2.24,18,,,,,
2019,5,22,16,19.48,2.24,17,,,,,
2019,5,22,17,16.74,2.24,15,,,,,
2019,5,22,18,18.56,2.24,16,,,,,
2019,5,22,19,20.4,2.24,18,,,,,
2019,5,22,20,21.2,2.24,19,,,,,
2019,5,22,21,23.96,2.24,22,,,,,
2019,5,22,22,24.03,2.24,22,,,,,
2019,5,22,23,22.24,2.24,20,,,,,
2019,5,22,24,20.64,2.24,18,,,,,
2019,5,23,1,19.55,2.24,17,,,,,
2019,5,23,2,19.1,2.24,17,,,,,
2019,5,23,3,18.95,2.24,17,,,,,
2019,5,23,4,18.98,2.24,17,,,,,
2019,5,23,5,19.47,2.24,17,,,,,
2019,5,23,6,20.61,2.24,18,,,,,
2019,5,23,7,20.99,2.24,19,,,,,
2019,5,23,8,21.17,2.24,19,,,,,
2019,5,23,9,22.85,2.24,21,,,,,
2019,5,23,10,24.52,2.24,22,,,,,
2019,5,23,11,24.76,2.24,23,,,,,
2019,5,23,12,20.94,2.24,19,,,,,
2019,5,23,13,19.37,2.24,17,,,,,
2019,5,23,14,19.14,2.24,17,,,,,
2019,5,23,15,19.61,2.24,17,,,,,
2019,5,23,16,18.57,2.24,16,,,,,
2019,5,23,17,16.53,2.24,14,,,,,
2019,5,23,18,16.24,2.24,14,,,,,
2019,5,23,19,18.77,2.24,17,,,,,
2019,5,23,20,21.03,2.24,19,,,,,
2019,5,23,21,24.37,2.24,22,,,,,
2019,5,23,22,24.75,2.24,23,,,,,
2019,5,23,23,23.14,2.24,21,,,,,
2019,5,23,24,21.52,2.24,19,,,,,
2019,5,24,1,20.5,2.24,18,,,,,
2019,5,24,2,19.99,2.24,18,,,,,
2019,5,24,3,19.9,2.24,18,,,,,
2019,5,24,4,20.04,2.24,18,,,,,
2019,5,24,5,20.67,2.24,18,,,,,
2019,5,24,6,21.64,2.24,19,,,,,
2019,5,24,7,21.49,2.24,19,,,,,
2019,5,24,8,20.24,2.24,18,,,,,
2019,5,24,9,18.59,2.24,16,,,,,
2019,5,24,10,17.23,2.24,15,,,,,
2019,5,24,11,17.2,2.24,15,,,,,
2019,5,24,12,16.87,2.24,15,,,,,
2019,5,24,13,16.56,2.24,14,,,,,
2019,5,24,14,16.4,2.24,14,,,,,
2019,5,24,15,16.34,2.24,14,,,,,
2019,5,24,16,16.25,2.24,14,,,,,
2019,5,24,17,15.75,2.24,14,,,,,
2019,5,24,18,16.13,2.24,14,,,,,
2019,5,24,19,17.46,2.24,15,,,,,
2019,5,24,20,20.48,2.24,18,,,,,
2019,5,24,21,22.99,2.24,21,,,,,
2019,5,24,22,23.41,2.24,21,,,,,
2019,5,24,23,22.13,2.24,20,,,,,
2019,5,24,24,21.14,2.24,19,,,,,
2019,5,25,1,20.09,2.24,18,,,,,
2019,5,25,2,19.72,2.24,17,,,,,
2019,5,25,3,19.29,2.24,17,,,,,
2019,5,25,4,19.56,2.24,17,,,,,
2019,5,25,5,19.71,2.24,17,,,,,
2019,5,25,6,20.12,2.24,18,,,,,
2019,5,25,7,19.31,2.24,17,,,,,
2019,5,25,8,17.52,2.24,15,,,,,
2019,5,25,9,15.33,2.24,13,,,,,
2019,5,25,10,14.24,2.24,12,,,,,
2019,5,25,11,14.33,2.24,12,,,,,
2019,5,25,12,14.49,2.24,12,,,,,
2019,5,25,13,14.79,2.24,13,,,,,
2019,5,25,14,14.69,2.24,12,,,,,
2019,5,25,15,15,2.24,13,,,,,
2019,5,25,16,14.81,2.24,13,,,,,
2019,5,25,17,14.54,2.24,12,,,,,
2019,5,25,18,15.51,2.24,13,,,,,
2019,5,25,19,17.37,2.24,15,,,,,
2019,5,25,20,20.24,2.24,18,,,,,
2019,5,25,21,22.78,2.24,21,,,,,
2019,5,25,22,23.19,2.24,21,,,,,
2019,5,25,23,21.76,2.24,20,,,,,
2019,5,25,24,20.43,2.24,18,,,,,
2019,5,26,1,19.41,2.24,17,,,,,
2019,5,26,2,18.71,2.24,16,,,,,
2019,5,26,3,18.29,2.24,16,,,,,
2019,5,26,4,18.24,2.24,16,,,,,
2019,5,26,5,18.52,2.24,16,,,,,
2019,5,26,6,18.73,2.24,16,,,,,
2019,5,26,7,17.51,2.24,15,,,,,
2019,5,26,8,15.78,2.24,14,,,,,
2019,5,26,9,13.45,2.24,11,,,,,
2019,5,26,10,11.86,2.24,10,,,,,
2019,5,26,11,12.57,2.24,10,,,,,
2019,5,26,12,13.52,2.24,11,,,,,
2019,5,26,13,12.71,2.24,10,,,,,
2019,5,26,14,14.32,2.24,12,,,,,
2019,5,26,15,14.26,2.24,12,,,,,
2019,5,26,16,15.25,2.24,13,,,,,
2019,5,26,17,13.55,2.24,11,,,,,
2019,5,26,18,13.98,2.24,12,,,,,
2019,5,26,19,14.95,2.24,13,,,,,
2019,5,26,20,18.56,2.24,16,,,,,
2019,5,26,21,21,2.24,19,,,,,
2019,5,26,22,22.07,2.24,20,,,,,
2019,5,26,23,21.02,2.24,19,,,,,
2019,5,26,24,19.95,2.24,18,,,,,
2019,5,27,1,19.01,2.24,17,,,,,
2019,5,27,2,18.34,2.24,16,,,,,
2019,5,27,3,18.16,2.24,16,,,,,
2019,5,27,4,17.83,2.24,16,,,,,
2019,5,27,5,18.01,2.24,16,,,,,
2019,5,27,6,18.55,2.24,16,,,,,
2019,5,27,7,18,2.24,16,,,,,
2019,5,27,8,17.47,2.24,15,,,,,
2019,5,27,9,16.14,2.24,14,,,,,
2019,5,27,10,14.86,2.24,13,,,,,
2019,5,27,11,15.6,2.24,13,,,,,
2019,5,27,12,16.02,2.24,14,,,,,
2019,5,27,13,14.56,2.24,12,,,,,
2019,5,27,14,13.87,2.24,12,,,,,
2019,5,27,15,15.14,2.24,13,,,,,
2019,5,27,16,13.35,2.24,11,,,,,
2019,5,27,17,13.44,2.24,11,,,,,
2019,5,27,18,16.4,2.24,14,,,,,
2019,5,27,19,15.73,2.24,13,,,,,
2019,5,27,20,19.21,2.24,17,,,,,
2019,5,27,21,22.14,2.24,20,,,,,
2019,5,27,22,22.8,2.24,21,,,,,
2019,5,27,23,21.39,2.24,19,,,,,
2019,5,27,24,20.04,2.24,18,,,,,
2019,5,28,1,19,2.24,17,,,,,
2019,5,28,2,18.61,2.24,16,,,,,
2019,5,28,3,18.44,2.24,16,,,,,
2019,5,28,4,18.58,2.24,16,,,,,
2019,5,28,5,19.11,2.24,17,,,,,
2019,5,28,6,19.93,2.24,18,,,,,
2019,5,28,7,19.56,2.24,17,,,,,
2019,5,28,8,19.48,2.24,17,,,,,
2019,5,28,9,17.18,2.24,15,,,,,
2019,5,28,10,16.09,2.24,14,,,,,
2019,5,28,11,16.37,2.24,14,,,,,
2019,5,28,12,17.43,2.24,15,,,,,
2019,5,28,13,17.07,2.24,15,,,,,
2019,5,28,14,17.9,2.24,16,,,,,
2019,5,28,15,17.78,2.24,16,,,,,
2019,5,28,16,19.1,2.24,17,,,,,
2019,5,28,17,18.62,2.24,16,,,,,
2019,5,28,18,18.76,2.24,17,,,,,
2019,5,28,19,19.67,2.24,17,,,,,
2019,5,28,20,21.66,2.24,19,,,,,
2019,5,28,21,23.52,2.24,21,,,,,
2019,5,28,22,23.38,2.24,21,,,,,
2019,5,28,23,21.54,2.24,19,,,,,
2019,5,28,24,19.98,2.24,18,,,,,
2019,5,29,1,18.93,2.24,17,,,,,
2019,5,29,2,18.38,2.24,16,,,,,
2019,5,29,3,18.11,2.24,16,,,,,
2019,5,29,4,18.24,2.24,16,,,,,
2019,5,29,5,18.79,2.24,17,,,,,
2019,5,29,6,19.76,2.24,18,,,,,
2019,5,29,7,19.62,2.24,17,,,,,
2019,5,29,8,18.86,2.24,17,,,,,
2019,5,29,9,17.01,2.24,15,,,,,
2019,5,29,10,15.73,2.24,13,,,,,
2019,5,29,11,16.15,2.24,14,,,,,
2019,5,29,12,19.18,2.24,17,,,,,
2019,5,29,13,19.57,2.24,17,,,,,
2019,5,29,14,17.83,2.24,16,,,,,
2019,5,29,15,19.61,2.24,17,,,,,
2019,5,29,16,23.46,2.24,21,,,,,
2019,5,29,17,20.92,2.24,19,,,,,
2019,5,29,18,18,2.24,16,,,,,
2019,5,29,19,19.39,2.24,17,,,,,
2019,5,29,20,20.96,2.24,19,,,,,
2019,5,29,21,22.93,2.24,21,,,,,
2019,5,29,22,22.97,2.24,21,,,,,
2019,5,29,23,21.35,2.24,19,,,,,
2019,5,29,24,19.72,2.24,17,,,,,
2019,5,30,1,18.6,2.24,16,,,,,
2019,5,30,2,18.16,2.24,16,,,,,
2019,5,30,3,18.06,2.24,16,,,,,
2019,5,30,4,18.2,2.24,16,,,,,
2019,5,30,5,18.72,2.24,16,,,,,
2019,5,30,6,19.63,2.24,17,,,,,
2019,5,30,7,19.29,2.24,17,,,,,
2019,5,30,8,18.63,2.24,16,,,,,
2019,5,30,9,17.2,2.24,15,,,,,
2019,5,30,10,16.29,2.24,14,,,,,
2019,5,30,11,16.31,2.24,14,,,,,
2019,5,30,12,17.9,2.24,16,,,,,
2019,5,30,13,21.67,2.24,19,,,,,
2019,5,30,14,17.53,2.24,15,,,,,
2019,5,30,15,21.12,2.24,19,,,,,
2019,5,30,16,21.4,2.24,19,,,,,
2019,5,30,17,16.46,2.24,14,,,,,
2019,5,30,18,18.55,2.24,16,,,,,
2019,5,30,19,19.02,2.24,17,,,,,
2019,5,30,20,20.79,2.24,19,,,,,
2019,5,30,21,22.96,2.24,21,,,,,
2019,5,30,22,22.94,2.24,21,,,,,
2019,5,30,23,21.37,2.24,19,,,,,
2019,5,30,24,19.77,2.24,18,,,,,
2019,5,31,1,18.7,2.24,16,,,,,
2019,5,31,2,18.2,2.24,16,,,,,
2019,5,31,3,18.01,2.24,16,,,,,
2019,5,31,4,18.09,2.24,16,,,,,
2019,5,31,5,18.63,2.24,16,,,,,
2019,5,31,6,19.36,2.24,17,,,,,
2019,5,31,7,19.17,2.24,17,,,,,
2019,5,31,8,18.55,2.24,16,,,,,
2019,5,31,9,17.28,2.24,15,,,,,
2019,5,31,10,16.36,2.24,14,,,,,
2019,5,31,11,16.94,2.24,15,,,,,
2019,5,31,12,17.9,2.24,16,,,,,
2019,5,31,13,18.36,2.24,16,,,,,
2019,5,31,14,19.12,2.24,17,,,,,
2019,5,31,15,18.69,2.24,16,,,,,
2019,5,31,16,19.19,2.24,17,,,,,
2019,5,31,17,21.66,2.24,19,,,,,
2019,5,31,18,19.43,2.24,17,,,,,
2019,5,31,19,20.47,2.24,18,,,,,
2019,5,31,20,22.34,2.24,20,,,,,
2019,5,31,21,24.27,2.24,22,,,,,
2019,5,31,22,24.17,2.24,22,,,,,
2019,5,31,23,22.49,2.24,20,,,,,
2019,5,31,24,20.6,2.24,18,,,,,
2019,6,1,1,19.12,2.24,17,,,,,
2019,6,1,2,18.24,2.24,16,,,,,
2019,6,1,3,17.81,2.24,16,,,,,
2019,6,1,4,17.69,2.24,15,,,,,
2019,6,1,5,17.97,2.24,16,,,,,
2019,6,1,6,18.25,2.24,16,,,,,
2019,6,1,7,17.07,2.24,15,,,,,
2019,6,1,8,15.94,2.24,14,,,,,
2019,6,1,9,14.03,2.24,12,,,,,
2019,6,1,10,13.49,2.24,11,,,,,
2019,6,1,11,14.11,2.24,12,,,,,
2019,6,1,12,14.89,2.24,13,,,,,
2019,6,1,13,16.6,2.24,14,,,,,
2019,6,1,14,18.12,2.24,16,,,,,
2019,6,1,15,17.02,2.24,15,,,,,
2019,6,1,16,17.03,2.24,15,,,,,
2019,6,1,17,16.45,2.24,14,,,,,
2019,6,1,18,17.28,2.24,15,,,,,
2019,6,1,19,19.33,2.24,17,,,,,
2019,6,1,20,21.61,2.24,19,,,,,
2019,6,1,21,23.49,2.24,21,,,,,
2019,6,1,22,23.71,2.24,21,,,,,
2019,6,1,23,21.84,2.24,20,,,,,
2019,6,1,24,20.28,2.24,18,,,,,
2019,6,2,1,19.09,2.24,17,,,,,
2019,6,2,2,18.12,2.24,16,,,,,
2019,6,2,3,17.69,2.24,15,,,,,
2019,6,2,4,17.46,2.24,15,,,,,
2019,6,2,5,17.37,2.24,15,,,,,
2019,6,2,6,17.49,2.24,15,,,,,
2019,6,2,7,16.25,2.24,14,,,,,
2019,6,2,8,14.91,2.24,13,,,,,
2019,6,2,9,13.03,2.24,11,,,,,
2019,6,2,10,11.97,2.24,10,,,,,
2019,6,2,11,13.15,2.24,11,,,,,
2019,6,2,12,14.55,2.24,12,,,,,
2019,6,2,13,16.2,2.24,14,,,,,
2019,6,2,14,15.35,2.24,13,,,,,
2019,6,2,15,15.92,2.24,14,,,,,
2019,6,2,16,15.56,2.24,13,,,,,
2019,6,2,17,16.85,2.24,15,,,,,
2019,6,2,18,16.94,2.24,15,,,,,
2019,6,2,19,19.06,2.24,17,,,,,
2019,6,2,20,21.18,2.24,19,,,,,
2019,6,2,21,23,2.24,21,,,,,
2019,6,2,22,23.46,2.24,21,,,,,
2019,6,2,23,21.76,2.24,20,,,,,
2019,6,2,24,19.9,2.24,18,,,,,
2019,6,3,1,18.51,2.24,16,,,,,
2019,6,3,2,17.73,2.24,15,,,,,
2019,6,3,3,17.36,2.24,15,,,,,
2019,6,3,4,17.32,2.24,15,,,,,
2019,6,3,5,17.81,2.24,16,,,,,
2019,6,3,6,18.35,2.24,16,,,,,
2019,6,3,7,18.04,2.24,16,,,,,
2019,6,3,8,17.59,2.24,15,,,,,
2019,6,3,9,16.64,2.24,14,,,,,
2019,6,3,10,16.27,2.24,14,,,,,
2019,6,3,11,17.22,2.24,15,,,,,
2019,6,3,12,18.29,2.24,16,,,,,
2019,6,3,13,19.15,2.24,17,,,,,
2019,6,3,14,19.75,2.24,18,,,,,
2019,6,3,15,20.28,2.24,18,,,,,
2019,6,3,16,20.44,2.24,18,,,,,
2019,6,3,17,20.61,2.24,18,,,,,
2019,6,3,18,20.63,2.24,18,,,,,
2019,6,3,19,21.74,2.24,20,,,,,
2019,6,3,20,23.54,2.24,21,,,,,
2019,6,3,21,25.1,2.24,23,,,,,
2019,6,3,22,24.85,2.24,23,,,,,
2019,6,3,23,22.59,2.24,20,,,,,
2019,6,3,24,20.51,2.24,18,,,,,
2019,6,4,1,19.03,2.24,17,,,,,
2019,6,4,2,18.03,2.24,16,,,,,
2019,6,4,3,17.68,2.24,15,,,,,
2019,6,4,4,17.56,2.24,15,,,,,
2019,6,4,5,17.96,2.24,16,,,,,
2019,6,4,6,18.62,2.24,16,,,,,
2019,6,4,7,18.28,2.24,16,,,,,
2019,6,4,8,17.97,2.24,16,,,,,
2019,6,4,9,17.26,2.24,15,,,,,
2019,6,4,10,16.83,2.24,15,,,,,
2019,6,4,11,17.71,2.24,15,,,,,
2019,6,4,12,18.98,2.24,17,,,,,
2019,6,4,13,21.96,2.24,20,,,,,
2019,6,4,14,22.19,2.24,20,,,,,
