Year,Month ,Day,period,Total Gross Load,BTM WAPA,Total Net Load Serve,,,,Source,
2018,1,1,1,23.86,2.34,22,,,Total Gross Load,Gallup Historical,
2018,1,1,2,23.46,2.34,21,,,BTM WAPA,Hourly estimated based on monthly/annual energy,
2018,1,1,3,23.28,2.34,21,,,,,
2018,1,1,4,23.07,2.34,21,,,Current PLEXOS Forecast Gross Flat,191,GWh/year
2018,1,1,5,23.44,2.34,21,,,,,
2018,1,1,6,24.04,2.34,22,,,,,
2018,1,1,7,24.73,2.34,22,,,,,
2018,1,1,8,23.85,2.34,22,,,,,
2018,1,1,9,23.2,2.34,21,,,,,
2018,1,1,10,23.22,2.34,21,,,,,
2018,1,1,11,23.12,2.34,21,,,,,
2018,1,1,12,23.05,2.34,21,,,,,
2018,1,1,13,22.81,2.34,20,,,,,
2018,1,1,14,22.25,2.34,20,,,,,
2018,1,1,15,22.01,2.34,20,,,,,
2018,1,1,16,21.98,2.34,20,,,,,
2018,1,1,17,22.29,2.34,20,,,,,
2018,1,1,18,25.57,2.34,23,,,,,
2018,1,1,19,27.24,2.34,25,,,,,
2018,1,1,20,27.58,2.34,25,,,,,
2018,1,1,21,27.26,2.34,25,,,,,
2018,1,1,22,26.32,2.34,24,,,,,
2018,1,1,23,24.92,2.34,23,,,,,
2018,1,1,24,23.76,2.34,21,,,,,
2018,1,2,1,23.04,2.34,21,,,,,
2018,1,2,2,22.59,2.34,20,,,,,
2018,1,2,3,22.7,2.34,20,,,,,
2018,1,2,4,22.82,2.34,20,,,,,
2018,1,2,5,23.4,2.34,21,,,,,
2018,1,2,6,24.39,2.34,22,,,,,
2018,1,2,7,26.11,2.34,24,,,,,
2018,1,2,8,26.34,2.34,24,,,,,
2018,1,2,9,26.32,2.34,24,,,,,
2018,1,2,10,27.15,2.34,25,,,,,
2018,1,2,11,26.93,2.34,25,,,,,
2018,1,2,12,26.36,2.34,24,,,,,
2018,1,2,13,26.06,2.34,24,,,,,
2018,1,2,14,25.6,2.34,23,,,,,
2018,1,2,15,25.44,2.34,23,,,,,
2018,1,2,16,25.52,2.34,23,,,,,
2018,1,2,17,26.04,2.34,24,,,,,
2018,1,2,18,28.74,2.34,26,,,,,
2018,1,2,19,30.09,2.34,28,,,,,
2018,1,2,20,29.97,2.34,28,,,,,
2018,1,2,21,29.38,2.34,27,,,,,
2018,1,2,22,28.23,2.34,26,,,,,
2018,1,2,23,26.41,2.34,24,,,,,
2018,1,2,24,25.17,2.34,23,,,,,
2018,1,3,1,24.21,2.34,22,,,,,
2018,1,3,2,23.86,2.34,22,,,,,
2018,1,3,3,23.78,2.34,21,,,,,
2018,1,3,4,23.88,2.34,22,,,,,
2018,1,3,5,24.38,2.34,22,,,,,
2018,1,3,6,25.54,2.34,23,,,,,
2018,1,3,7,27.48,2.34,25,,,,,
2018,1,3,8,27.76,2.34,25,,,,,
2018,1,3,9,27.99,2.34,26,,,,,
2018,1,3,10,28.37,2.34,26,,,,,
2018,1,3,11,28.39,2.34,26,,,,,
2018,1,3,12,27.74,2.34,25,,,,,
2018,1,3,13,26.97,2.34,25,,,,,
2018,1,3,14,26.22,2.34,24,,,,,
2018,1,3,15,25.84,2.34,24,,,,,
2018,1,3,16,25.78,2.34,23,,,,,
2018,1,3,17,26.01,2.34,24,,,,,
2018,1,3,18,28.77,2.34,26,,,,,
2018,1,3,19,29.81,2.34,27,,,,,
2018,1,3,20,29.57,2.34,27,,,,,
2018,1,3,21,28.97,2.34,27,,,,,
2018,1,3,22,26.92,2.34,25,,,,,
2018,1,3,23,25.63,2.34,23,,,,,
2018,1,3,24,24.13,2.34,22,,,,,
2018,1,4,1,23.16,2.34,21,,,,,
2018,1,4,2,22.74,2.34,20,,,,,
2018,1,4,3,22.71,2.34,20,,,,,
2018,1,4,4,23.04,2.34,21,,,,,
2018,1,4,5,23.51,2.34,21,,,,,
2018,1,4,6,24.71,2.34,22,,,,,
2018,1,4,7,26.59,2.34,24,,,,,
2018,1,4,8,27.23,2.34,25,,,,,
2018,1,4,9,27.58,2.34,25,,,,,
2018,1,4,10,28.22,2.34,26,,,,,
2018,1,4,11,28.79,2.34,26,,,,,
2018,1,4,12,28.09,2.34,26,,,,,
2018,1,4,13,26.93,2.34,25,,,,,
2018,1,4,14,26.45,2.34,24,,,,,
2018,1,4,15,26.1,2.34,24,,,,,
2018,1,4,16,25.82,2.34,23,,,,,
2018,1,4,17,25.5,2.34,23,,,,,
2018,1,4,18,27.84,2.34,26,,,,,
2018,1,4,19,29.65,2.34,27,,,,,
2018,1,4,20,29.52,2.34,27,,,,,
2018,1,4,21,29.01,2.34,27,,,,,
2018,1,4,22,27.71,2.34,25,,,,,
2018,1,4,23,26.24,2.34,24,,,,,
2018,1,4,24,24.85,2.34,23,,,,,
2018,1,5,1,23.92,2.34,22,,,,,
2018,1,5,2,23.42,2.34,21,,,,,
2018,1,5,3,23.42,2.34,21,,,,,
2018,1,5,4,23.64,2.34,21,,,,,
2018,1,5,5,24.15,2.34,22,,,,,
2018,1,5,6,25.3,2.34,23,,,,,
2018,1,5,7,27.15,2.34,25,,,,,
2018,1,5,8,27.31,2.34,25,,,,,
2018,1,5,9,27.32,2.34,25,,,,,
2018,1,5,10,27.53,2.34,25,,,,,
2018,1,5,11,27.57,2.34,25,,,,,
2018,1,5,12,27.11,2.34,25,,,,,
2018,1,5,13,26.36,2.34,24,,,,,
2018,1,5,14,25.86,2.34,24,,,,,
2018,1,5,15,25.5,2.34,23,,,,,
2018,1,5,16,25.17,2.34,23,,,,,
2018,1,5,17,25.23,2.34,23,,,,,
2018,1,5,18,27.16,2.34,25,,,,,
2018,1,5,19,28.65,2.34,26,,,,,
2018,1,5,20,28.55,2.34,26,,,,,
2018,1,5,21,28.19,2.34,26,,,,,
2018,1,5,22,27.2,2.34,25,,,,,
2018,1,5,23,25.95,2.34,24,,,,,
2018,1,5,24,24.89,2.34,23,,,,,
2018,1,6,1,23.69,2.34,21,,,,,
2018,1,6,2,23.1,2.34,21,,,,,
2018,1,6,3,22.79,2.34,20,,,,,
2018,1,6,4,22.83,2.34,20,,,,,
2018,1,6,5,23.11,2.34,21,,,,,
2018,1,6,6,23.76,2.34,21,,,,,
2018,1,6,7,24.78,2.34,22,,,,,
2018,1,6,8,24.93,2.34,23,,,,,
2018,1,6,9,24.75,2.34,22,,,,,
2018,1,6,10,25.64,2.34,23,,,,,
2018,1,6,11,25.33,2.34,23,,,,,
2018,1,6,12,24.81,2.34,22,,,,,
2018,1,6,13,24.33,2.34,22,,,,,
2018,1,6,14,23.77,2.34,21,,,,,
2018,1,6,15,23.62,2.34,21,,,,,
2018,1,6,16,23.4,2.34,21,,,,,
2018,1,6,17,23.79,2.34,21,,,,,
2018,1,6,18,26.93,2.34,25,,,,,
2018,1,6,19,27.7,2.34,25,,,,,
2018,1,6,20,27.5,2.34,25,,,,,
2018,1,6,21,27.19,2.34,25,,,,,
2018,1,6,22,25.94,2.34,24,,,,,
2018,1,6,23,24.38,2.34,22,,,,,
2018,1,6,24,23.3,2.34,21,,,,,
2018,1,7,1,22.24,2.34,20,,,,,
2018,1,7,2,21.59,2.34,19,,,,,
2018,1,7,3,21.42,2.34,19,,,,,
2018,1,7,4,21.27,2.34,19,,,,,
2018,1,7,5,21.36,2.34,19,,,,,
2018,1,7,6,21.88,2.34,20,,,,,
2018,1,7,7,22.5,2.34,20,,,,,
2018,1,7,8,22.28,2.34,20,,,,,
2018,1,7,9,21.73,2.34,19,,,,,
2018,1,7,10,21.97,2.34,20,,,,,
2018,1,7,11,21.76,2.34,19,,,,,
2018,1,7,12,21.68,2.34,19,,,,,
2018,1,7,13,21.88,2.34,20,,,,,
2018,1,7,14,21.7,2.34,19,,,,,
2018,1,7,15,21.36,2.34,19,,,,,
2018,1,7,16,21.39,2.34,19,,,,,
2018,1,7,17,21.63,2.34,19,,,,,
2018,1,7,18,25,2.34,23,,,,,
2018,1,7,19,26.94,2.34,25,,,,,
2018,1,7,20,26.78,2.34,24,,,,,
2018,1,7,21,26.55,2.34,24,,,,,
2018,1,7,22,25.84,2.34,24,,,,,
2018,1,7,23,24.43,2.34,22,,,,,
2018,1,7,24,23.12,2.34,21,,,,,
2018,1,8,1,22.34,2.34,20,,,,,
2018,1,8,2,22.1,2.34,20,,,,,
2018,1,8,3,22.09,2.34,20,,,,,
2018,1,8,4,22.26,2.34,20,,,,,
2018,1,8,5,22.97,2.34,21,,,,,
2018,1,8,6,24.34,2.34,22,,,,,
2018,1,8,7,26.47,2.34,24,,,,,
2018,1,8,8,27,2.34,25,,,,,
2018,1,8,9,26.98,2.34,25,,,,,
2018,1,8,10,27.87,2.34,26,,,,,
2018,1,8,11,28.12,2.34,26,,,,,
2018,1,8,12,27.68,2.34,25,,,,,
2018,1,8,13,27.49,2.34,25,,,,,
2018,1,8,14,26.83,2.34,24,,,,,
2018,1,8,15,26.58,2.34,24,,,,,
2018,1,8,16,26.46,2.34,24,,,,,
2018,1,8,17,26.37,2.34,24,,,,,
2018,1,8,18,28.07,2.34,26,,,,,
2018,1,8,19,29.52,2.34,27,,,,,
2018,1,8,20,29.18,2.34,27,,,,,
2018,1,8,21,28.4,2.34,26,,,,,
2018,1,8,22,26.59,2.34,24,,,,,
2018,1,8,23,24.67,2.34,22,,,,,
2018,1,8,24,23.13,2.34,21,,,,,
2018,1,9,1,21.97,2.34,20,,,,,
2018,1,9,2,21.54,2.34,19,,,,,
2018,1,9,3,21.65,2.34,19,,,,,
2018,1,9,4,21.99,2.34,20,,,,,
2018,1,9,5,22.68,2.34,20,,,,,
2018,1,9,6,24.19,2.34,22,,,,,
2018,1,9,7,26.8,2.34,24,,,,,
2018,1,9,8,27.14,2.34,25,,,,,
2018,1,9,9,26.94,2.34,25,,,,,
2018,1,9,10,27.24,2.34,25,,,,,
2018,1,9,11,27.43,2.34,25,,,,,
2018,1,9,12,26.49,2.34,24,,,,,
2018,1,9,13,26.01,2.34,24,,,,,
2018,1,9,14,25.54,2.34,23,,,,,
2018,1,9,15,25.46,2.34,23,,,,,
2018,1,9,16,25.41,2.34,23,,,,,
2018,1,9,17,25.04,2.34,23,,,,,
2018,1,9,18,27.04,2.34,25,,,,,
2018,1,9,19,28.39,2.34,26,,,,,
2018,1,9,20,28.13,2.34,26,,,,,
2018,1,9,21,27.52,2.34,25,,,,,
2018,1,9,22,25.75,2.34,23,,,,,
2018,1,9,23,23.83,2.34,21,,,,,
2018,1,9,24,22.53,2.34,20,,,,,
2018,1,10,1,21.29,2.34,19,,,,,
2018,1,10,2,20.83,2.34,18,,,,,
2018,1,10,3,21.05,2.34,19,,,,,
2018,1,10,4,21.48,2.34,19,,,,,
2018,1,10,5,22.04,2.34,20,,,,,
2018,1,10,6,23.56,2.34,21,,,,,
2018,1,10,7,26.12,2.34,24,,,,,
2018,1,10,8,27.4,2.34,25,,,,,
2018,1,10,9,27.56,2.34,25,,,,,
2018,1,10,10,27.94,2.34,26,,,,,
2018,1,10,11,28.66,2.34,26,,,,,
2018,1,10,12,28.43,2.34,26,,,,,
2018,1,10,13,28.5,2.34,26,,,,,
2018,1,10,14,28.72,2.34,26,,,,,
2018,1,10,15,28.96,2.34,27,,,,,
2018,1,10,16,28.95,2.34,27,,,,,
2018,1,10,17,29.7,2.34,27,,,,,
2018,1,10,18,31.27,2.34,29,,,,,
2018,1,10,19,31.65,2.34,29,,,,,
2018,1,10,20,30.88,2.34,29,,,,,
2018,1,10,21,29.88,2.34,28,,,,,
2018,1,10,22,28.19,2.34,26,,,,,
2018,1,10,23,26.01,2.34,24,,,,,
2018,1,10,24,24.25,2.34,22,,,,,
2018,1,11,1,23.29,2.34,21,,,,,
2018,1,11,2,22.75,2.34,20,,,,,
2018,1,11,3,22.65,2.34,20,,,,,
2018,1,11,4,23.03,2.34,21,,,,,
2018,1,11,5,23.5,2.34,21,,,,,
2018,1,11,6,24.82,2.34,22,,,,,
2018,1,11,7,27.22,2.34,25,,,,,
2018,1,11,8,27.73,2.34,25,,,,,
2018,1,11,9,27.06,2.34,25,,,,,
2018,1,11,10,27.62,2.34,25,,,,,
2018,1,11,11,27.75,2.34,25,,,,,
2018,1,11,12,27.28,2.34,25,,,,,
2018,1,11,13,26.62,2.34,24,,,,,
2018,1,11,14,26.19,2.34,24,,,,,
2018,1,11,15,26.08,2.34,24,,,,,
2018,1,11,16,26.09,2.34,24,,,,,
2018,1,11,17,26.13,2.34,24,,,,,
2018,1,11,18,27.91,2.34,26,,,,,
2018,1,11,19,29.8,2.34,27,,,,,
2018,1,11,20,29.55,2.34,27,,,,,
2018,1,11,21,29.19,2.34,27,,,,,
2018,1,11,22,27.6,2.34,25,,,,,
2018,1,11,23,25.59,2.34,23,,,,,
2018,1,11,24,24.15,2.34,22,,,,,
2018,1,12,1,23.17,2.34,21,,,,,
2018,1,12,2,22.71,2.34,20,,,,,
2018,1,12,3,22.82,2.34,20,,,,,
2018,1,12,4,23.02,2.34,21,,,,,
2018,1,12,5,23.6,2.34,21,,,,,
2018,1,12,6,24.95,2.34,23,,,,,
2018,1,12,7,27.34,2.34,25,,,,,
2018,1,12,8,27.72,2.34,25,,,,,
2018,1,12,9,27.6,2.34,25,,,,,
2018,1,12,10,27.85,2.34,26,,,,,
2018,1,12,11,27.73,2.34,25,,,,,
2018,1,12,12,26.93,2.34,25,,,,,
2018,1,12,13,25.99,2.34,24,,,,,
2018,1,12,14,25.64,2.34,23,,,,,
2018,1,12,15,25.34,2.34,23,,,,,
2018,1,12,16,24.98,2.34,23,,,,,
2018,1,12,17,24.8,2.34,22,,,,,
2018,1,12,18,26.51,2.34,24,,,,,
2018,1,12,19,28.4,2.34,26,,,,,
2018,1,12,20,28.32,2.34,26,,,,,
2018,1,12,21,27.73,2.34,25,,,,,
2018,1,12,22,26.56,2.34,24,,,,,
2018,1,12,23,25.26,2.34,23,,,,,
2018,1,12,24,24.14,2.34,22,,,,,
2018,1,13,1,23.34,2.34,21,,,,,
2018,1,13,2,22.69,2.34,20,,,,,
2018,1,13,3,22.52,2.34,20,,,,,
2018,1,13,4,22.64,2.34,20,,,,,
2018,1,13,5,23,2.34,21,,,,,
2018,1,13,6,23.72,2.34,21,,,,,
2018,1,13,7,24.97,2.34,23,,,,,
2018,1,13,8,24.74,2.34,22,,,,,
2018,1,13,9,24.69,2.34,22,,,,,
2018,1,13,10,25.25,2.34,23,,,,,
2018,1,13,11,25.15,2.34,23,,,,,
2018,1,13,12,24.59,2.34,22,,,,,
2018,1,13,13,23.82,2.34,21,,,,,
2018,1,13,14,23.27,2.34,21,,,,,
2018,1,13,15,22.81,2.34,20,,,,,
2018,1,13,16,22.57,2.34,20,,,,,
2018,1,13,17,22.71,2.34,20,,,,,
2018,1,13,18,25.11,2.34,23,,,,,
2018,1,13,19,27.58,2.34,25,,,,,
2018,1,13,20,27.56,2.34,25,,,,,
2018,1,13,21,27.27,2.34,25,,,,,
2018,1,13,22,26.37,2.34,24,,,,,
2018,1,13,23,25.24,2.34,23,,,,,
2018,1,13,24,23.98,2.34,22,,,,,
2018,1,14,1,23.09,2.34,21,,,,,
2018,1,14,2,22.69,2.34,20,,,,,
2018,1,14,3,22.51,2.34,20,,,,,
2018,1,14,4,22.37,2.34,20,,,,,
2018,1,14,5,22.62,2.34,20,,,,,
2018,1,14,6,23.21,2.34,21,,,,,
2018,1,14,7,24.16,2.34,22,,,,,
2018,1,14,8,23.77,2.34,21,,,,,
2018,1,14,9,23.17,2.34,21,,,,,
2018,1,14,10,23.19,2.34,21,,,,,
2018,1,14,11,22.98,2.34,21,,,,,
2018,1,14,12,22.63,2.34,20,,,,,
2018,1,14,13,22.22,2.34,20,,,,,
2018,1,14,14,21.75,2.34,19,,,,,
2018,1,14,15,21.33,2.34,19,,,,,
2018,1,14,16,21.05,2.34,19,,,,,
2018,1,14,17,21.28,2.34,19,,,,,
2018,1,14,18,23.98,2.34,22,,,,,
2018,1,14,19,26.47,2.34,24,,,,,
2018,1,14,20,26.53,2.34,24,,,,,
2018,1,14,21,26.4,2.34,24,,,,,
2018,1,14,22,25.65,2.34,23,,,,,
2018,1,14,23,24.49,2.34,22,,,,,
2018,1,14,24,23.48,2.34,21,,,,,
2018,1,15,1,22.77,2.34,20,,,,,
2018,1,15,2,22.47,2.34,20,,,,,
2018,1,15,3,22.47,2.34,20,,,,,
2018,1,15,4,22.65,2.34,20,,,,,
2018,1,15,5,23.12,2.34,21,,,,,
2018,1,15,6,24.12,2.34,22,,,,,
2018,1,15,7,25.74,2.34,23,,,,,
2018,1,15,8,25.91,2.34,24,,,,,
2018,1,15,9,26.05,2.34,24,,,,,
2018,1,15,10,26.76,2.34,24,,,,,
2018,1,15,11,26.77,2.34,24,,,,,
2018,1,15,12,26.27,2.34,24,,,,,
2018,1,15,13,25.5,2.34,23,,,,,
2018,1,15,14,24.86,2.34,23,,,,,
2018,1,15,15,24.46,2.34,22,,,,,
2018,1,15,16,24.42,2.34,22,,,,,
2018,1,15,17,24.6,2.34,22,,,,,
2018,1,15,18,26.54,2.34,24,,,,,
2018,1,15,19,28.78,2.34,26,,,,,
2018,1,15,20,28.58,2.34,26,,,,,
2018,1,15,21,28.29,2.34,26,,,,,
2018,1,15,22,26.82,2.34,24,,,,,
2018,1,15,23,24.98,2.34,23,,,,,
2018,1,15,24,23.45,2.34,21,,,,,
2018,1,16,1,22.49,2.34,20,,,,,
2018,1,16,2,22.23,2.34,20,,,,,
2018,1,16,3,22.25,2.34,20,,,,,
2018,1,16,4,22.64,2.34,20,,,,,
2018,1,16,5,23.22,2.34,21,,,,,
2018,1,16,6,24.69,2.34,22,,,,,
2018,1,16,7,27.35,2.34,25,,,,,
2018,1,16,8,27.52,2.34,25,,,,,
2018,1,16,9,27.5,2.34,25,,,,,
2018,1,16,10,27.69,2.34,25,,,,,
2018,1,16,11,27.78,2.34,25,,,,,
2018,1,16,12,27.31,2.34,25,,,,,
2018,1,16,13,26.41,2.34,24,,,,,
2018,1,16,14,25.9,2.34,24,,,,,
2018,1,16,15,25.58,2.34,23,,,,,
2018,1,16,16,25.26,2.34,23,,,,,
2018,1,16,17,25.3,2.34,23,,,,,
2018,1,16,18,27.44,2.34,25,,,,,
2018,1,16,19,29.85,2.34,28,,,,,
2018,1,16,20,29.55,2.34,27,,,,,
2018,1,16,21,29.28,2.34,27,,,,,
2018,1,16,22,27.63,2.34,25,,,,,
2018,1,16,23,25.61,2.34,23,,,,,
2018,1,16,24,24.42,2.34,22,,,,,
2018,1,17,1,23.58,2.34,21,,,,,
2018,1,17,2,23.36,2.34,21,,,,,
2018,1,17,3,23.33,2.34,21,,,,,
2018,1,17,4,23.62,2.34,21,,,,,
2018,1,17,5,24.16,2.34,22,,,,,
2018,1,17,6,25.42,2.34,23,,,,,
2018,1,17,7,27.95,2.34,26,,,,,
2018,1,17,8,28.35,2.34,26,,,,,
2018,1,17,9,28.58,2.34,26,,,,,
2018,1,17,10,29.29,2.34,27,,,,,
2018,1,17,11,28.89,2.34,27,,,,,
2018,1,17,12,27.91,2.34,26,,,,,
2018,1,17,13,27.28,2.34,25,,,,,
2018,1,17,14,26.74,2.34,24,,,,,
2018,1,17,15,26.07,2.34,24,,,,,
2018,1,17,16,25.76,2.34,23,,,,,
2018,1,17,17,25.86,2.34,24,,,,,
2018,1,17,18,27.55,2.34,25,,,,,
2018,1,17,19,29.67,2.34,27,,,,,
2018,1,17,20,29.77,2.34,27,,,,,
2018,1,17,21,29.1,2.34,27,,,,,
2018,1,17,22,27.77,2.34,25,,,,,
2018,1,17,23,25.87,2.34,24,,,,,
2018,1,17,24,24.36,2.34,22,,,,,
2018,1,18,1,23.51,2.34,21,,,,,
2018,1,18,2,23.09,2.34,21,,,,,
2018,1,18,3,23.21,2.34,21,,,,,
2018,1,18,4,23.45,2.34,21,,,,,
2018,1,18,5,24.2,2.34,22,,,,,
2018,1,18,6,25.52,2.34,23,,,,,
2018,1,18,7,28.32,2.34,26,,,,,
2018,1,18,8,28.58,2.34,26,,,,,
2018,1,18,9,28.24,2.34,26,,,,,
2018,1,18,10,28.69,2.34,26,,,,,
2018,1,18,11,28.15,2.34,26,,,,,
2018,1,18,12,27.26,2.34,25,,,,,
2018,1,18,13,26.52,2.34,24,,,,,
2018,1,18,14,26.08,2.34,24,,,,,
2018,1,18,15,25.49,2.34,23,,,,,
2018,1,18,16,25.16,2.34,23,,,,,
2018,1,18,17,24.97,2.34,23,,,,,
2018,1,18,18,26.64,2.34,24,,,,,
2018,1,18,19,29.09,2.34,27,,,,,
2018,1,18,20,28.9,2.34,27,,,,,
2018,1,18,21,28.44,2.34,26,,,,,
2018,1,18,22,26.67,2.34,24,,,,,
2018,1,18,23,24.87,2.34,23,,,,,
2018,1,18,24,23.76,2.34,21,,,,,
2018,1,19,1,22.56,2.34,20,,,,,
2018,1,19,2,22.25,2.34,20,,,,,
2018,1,19,3,22.39,2.34,20,,,,,
2018,1,19,4,22.65,2.34,20,,,,,
2018,1,19,5,23.35,2.34,21,,,,,
2018,1,19,6,24.73,2.34,22,,,,,
2018,1,19,7,27.2,2.34,25,,,,,
2018,1,19,8,27.52,2.34,25,,,,,
2018,1,19,9,27.45,2.34,25,,,,,
2018,1,19,10,27.8,2.34,25,,,,,
2018,1,19,11,27.49,2.34,25,,,,,
2018,1,19,12,26.71,2.34,24,,,,,
2018,1,19,13,25.84,2.34,24,,,,,
2018,1,19,14,25.42,2.34,23,,,,,
2018,1,19,15,24.89,2.34,23,,,,,
2018,1,19,16,24.28,2.34,22,,,,,
2018,1,19,17,24.13,2.34,22,,,,,
2018,1,19,18,25.68,2.34,23,,,,,
2018,1,19,19,27.97,2.34,26,,,,,
2018,1,19,20,27.72,2.34,25,,,,,
2018,1,19,21,27.24,2.34,25,,,,,
2018,1,19,22,26.15,2.34,24,,,,,
2018,1,19,23,24.84,2.34,23,,,,,
2018,1,19,24,23.54,2.34,21,,,,,
2018,1,20,1,22.4,2.34,20,,,,,
2018,1,20,2,22.22,2.34,20,,,,,
2018,1,20,3,21.78,2.34,19,,,,,
2018,1,20,4,21.66,2.34,19,,,,,
2018,1,20,5,21.98,2.34,20,,,,,
2018,1,20,6,22.66,2.34,20,,,,,
2018,1,20,7,23.64,2.34,21,,,,,
2018,1,20,8,23.32,2.34,21,,,,,
2018,1,20,9,23.35,2.34,21,,,,,
2018,1,20,10,24.33,2.34,22,,,,,
2018,1,20,11,24.38,2.34,22,,,,,
2018,1,20,12,24.12,2.34,22,,,,,
2018,1,20,13,23.86,2.34,22,,,,,
2018,1,20,14,23.96,2.34,22,,,,,
2018,1,20,15,23.94,2.34,22,,,,,
2018,1,20,16,24.34,2.34,22,,,,,
2018,1,20,17,24.24,2.34,22,,,,,
2018,1,20,18,26.94,2.34,25,,,,,
2018,1,20,19,28.55,2.34,26,,,,,
2018,1,20,20,28.67,2.34,26,,,,,
2018,1,20,21,28.3,2.34,26,,,,,
2018,1,20,22,27.17,2.34,25,,,,,
2018,1,20,23,25.66,2.34,23,,,,,
2018,1,20,24,24.31,2.34,22,,,,,
2018,1,21,1,23.33,2.34,21,,,,,
2018,1,21,2,23.03,2.34,21,,,,,
2018,1,21,3,22.87,2.34,21,,,,,
2018,1,21,4,22.87,2.34,21,,,,,
2018,1,21,5,23.09,2.34,21,,,,,
2018,1,21,6,23.68,2.34,21,,,,,
2018,1,21,7,24.76,2.34,22,,,,,
2018,1,21,8,24.09,2.34,22,,,,,
2018,1,21,9,24,2.34,22,,,,,
2018,1,21,10,24.55,2.34,22,,,,,
2018,1,21,11,24.7,2.34,22,,,,,
2018,1,21,12,24.8,2.34,22,,,,,
2018,1,21,13,24.93,2.34,23,,,,,
2018,1,21,14,25.23,2.34,23,,,,,
2018,1,21,15,25.23,2.34,23,,,,,
2018,1,21,16,25.38,2.34,23,,,,,
2018,1,21,17,25.82,2.34,23,,,,,
2018,1,21,18,27.69,2.34,25,,,,,
2018,1,21,19,30.22,2.34,28,,,,,
2018,1,21,20,30.11,2.34,28,,,,,
2018,1,21,21,29.75,2.34,27,,,,,
2018,1,21,22,28.54,2.34,26,,,,,
2018,1,21,23,26.83,2.34,24,,,,,
2018,1,21,24,25.59,2.34,23,,,,,
2018,1,22,1,25.06,2.34,23,,,,,
2018,1,22,2,24.77,2.34,22,,,,,
2018,1,22,3,24.88,2.34,23,,,,,
2018,1,22,4,24.97,2.34,23,,,,,
2018,1,22,5,25.61,2.34,23,,,,,
2018,1,22,6,27.29,2.34,25,,,,,
2018,1,22,7,29.99,2.34,28,,,,,
2018,1,22,8,30.37,2.34,28,,,,,
2018,1,22,9,30.5,2.34,28,,,,,
2018,1,22,10,30.73,2.34,28,,,,,
2018,1,22,11,30.74,2.34,28,,,,,
2018,1,22,12,29.95,2.34,28,,,,,
2018,1,22,13,28.91,2.34,27,,,,,
2018,1,22,14,28.08,2.34,26,,,,,
2018,1,22,15,27.7,2.34,25,,,,,
2018,1,22,16,27.19,2.34,25,,,,,
2018,1,22,17,27.22,2.34,25,,,,,
2018,1,22,18,28.58,2.34,26,,,,,
2018,1,22,19,31.58,2.34,29,,,,,
2018,1,22,20,31.53,2.34,29,,,,,
2018,1,22,21,31.02,2.34,29,,,,,
2018,1,22,22,29.23,2.34,27,,,,,
2018,1,22,23,27.31,2.34,25,,,,,
2018,1,22,24,25.8,2.34,23,,,,,
2018,1,23,1,25.17,2.34,23,,,,,
2018,1,23,2,24.95,2.34,23,,,,,
2018,1,23,3,24.95,2.34,23,,,,,
2018,1,23,4,25.21,2.34,23,,,,,
2018,1,23,5,25.91,2.34,24,,,,,
2018,1,23,6,27.23,2.34,25,,,,,
2018,1,23,7,29.89,2.34,28,,,,,
2018,1,23,8,30.17,2.34,28,,,,,
2018,1,23,9,30.2,2.34,28,,,,,
2018,1,23,10,30.34,2.34,28,,,,,
2018,1,23,11,30.22,2.34,28,,,,,
2018,1,23,12,29.29,2.34,27,,,,,
2018,1,23,13,28.38,2.34,26,,,,,
2018,1,23,14,27.62,2.34,25,,,,,
2018,1,23,15,27.09,2.34,25,,,,,
2018,1,23,16,26.78,2.34,24,,,,,
2018,1,23,17,26.69,2.34,24,,,,,
2018,1,23,18,27.95,2.34,26,,,,,
2018,1,23,19,30.86,2.34,29,,,,,
2018,1,23,20,30.87,2.34,29,,,,,
2018,1,23,21,30.46,2.34,28,,,,,
2018,1,23,22,28.67,2.34,26,,,,,
2018,1,23,23,26.82,2.34,24,,,,,
2018,1,23,24,25.43,2.34,23,,,,,
2018,1,24,1,24.62,2.34,22,,,,,
2018,1,24,2,24.31,2.34,22,,,,,
2018,1,24,3,24.43,2.34,22,,,,,
2018,1,24,4,24.72,2.34,22,,,,,
2018,1,24,5,25.41,2.34,23,,,,,
2018,1,24,6,26.87,2.34,25,,,,,
2018,1,24,7,29.57,2.34,27,,,,,
2018,1,24,8,29.54,2.34,27,,,,,
2018,1,24,9,29.23,2.34,27,,,,,
2018,1,24,10,29.53,2.34,27,,,,,
2018,1,24,11,29.41,2.34,27,,,,,
2018,1,24,12,28.48,2.34,26,,,,,
2018,1,24,13,27.47,2.34,25,,,,,
2018,1,24,14,26.73,2.34,24,,,,,
2018,1,24,15,26.55,2.34,24,,,,,
2018,1,24,16,26.2,2.34,24,,,,,
2018,1,24,17,25.93,2.34,24,,,,,
2018,1,24,18,27.11,2.34,25,,,,,
2018,1,24,19,29.98,2.34,28,,,,,
2018,1,24,20,29.87,2.34,28,,,,,
2018,1,24,21,29.4,2.34,27,,,,,
2018,1,24,22,28,2.34,26,,,,,
2018,1,24,23,26.32,2.34,24,,,,,
2018,1,24,24,24.77,2.34,22,,,,,
2018,1,25,1,23.9,2.34,22,,,,,
2018,1,25,2,23.6,2.34,21,,,,,
2018,1,25,3,23.73,2.34,21,,,,,
