Year,Month,Day,Period,gross load
2021,6,2,23,27.72952
2021,6,2,24,25.64478
2021,6,3,1,24.71154
2021,6,3,2,24.49995
2021,6,3,3,24.50141
2021,6,3,4,24.72573
2021,6,3,5,25.33094
2021,6,3,6,26.83219
2021,6,3,7,28.62253
2021,6,3,8,29.39329
2021,6,3,9,29.83487
2021,6,3,10,29.38562
2021,6,3,11,28.49851
2021,6,3,12,28.0936
2021,6,3,13,27.66179
2021,6,3,14,27.23954
2021,6,3,15,27.25458
2021,6,3,16,27.31114
2021,6,3,17,27.32484
2021,6,3,18,27.04815
2021,6,3,19,27.42418
2021,6,3,20,27.59497
2021,6,3,21,28.00611
2021,6,3,22,28.01394
2021,6,3,23,27.03265
2021,6,3,24,24.79848
2021,6,4,1,23.71768
2021,6,4,2,23.24777
2021,6,4,3,23.19152
2021,6,4,4,23.2397
2021,6,4,5,23.72645
2021,6,4,6,25.12395
2021,6,4,7,26.63199
2021,6,4,8,27.94435
2021,6,4,9,28.69015
2021,6,4,10,28.39183
2021,6,4,11,27.74446
2021,6,4,12,27.59358
2021,6,4,13,27.22748
2021,6,4,14,27.10682
2021,6,4,15,27.11777
2021,6,4,16,26.9589
2021,6,4,17,26.95623
2021,6,4,18,27.45358
2021,6,4,19,27.67506
2021,6,4,20,27.69226
2021,6,4,21,28.66061
2021,6,4,22,28.68778
2021,6,4,23,27.3643
2021,6,4,24,24.62981
2021,6,5,1,23.23974
2021,6,5,2,22.66118
2021,6,5,3,22.30675
2021,6,5,4,22.11784
2021,6,5,5,22.51364
2021,6,5,6,23.37482
2021,6,5,7,24.46767
2021,6,5,8,25.73618
2021,6,5,9,26.48534
2021,6,5,10,26.51836
2021,6,5,11,26.36323
2021,6,5,12,26.21152
2021,6,5,13,26.03854
2021,6,5,14,25.92422
2021,6,5,15,26.20767
2021,6,5,16,26.78514
2021,6,5,17,27.36802
2021,6,5,18,28.13014
2021,6,5,19,28.30097
2021,6,5,20,27.6047
2021,6,5,21,27.90464
2021,6,5,22,28.17441
2021,6,5,23,26.92823
2021,6,5,24,24.29295
2021,6,6,1,22.91294
2021,6,6,2,22.35217
2021,6,6,3,22.17059
2021,6,6,4,22.10453
2021,6,6,5,22.46824
2021,6,6,6,23.354
2021,6,6,7,24.21502
2021,6,6,8,25.59559
2021,6,6,9,27.23147
2021,6,6,10,27.42921
2021,6,6,11,27.14364
2021,6,6,12,26.41411
2021,6,6,13,26.11144
2021,6,6,14,25.85476
2021,6,6,15,25.77294
2021,6,6,16,26.00487
2021,6,6,17,26.18676
2021,6,6,18,26.93824
2021,6,6,19,27.21637
2021,6,6,20,27.31143
2021,6,6,21,27.09445
2021,6,6,22,26.86445
2021,6,6,23,25.79049
2021,6,6,24,23.36928
2021,6,7,1,22.32288
2021,6,7,2,22.02894
2021,6,7,3,22.00538
2021,6,7,4,22.08563
2021,6,7,5,22.50735
2021,6,7,6,23.72855
2021,6,7,7,25.48841
2021,6,7,8,27.17705
2021,6,7,9,27.79323
2021,6,7,10,27.43217
2021,6,7,11,27.45237
2021,6,7,12,27.35849
2021,6,7,13,26.89371
2021,6,7,14,26.75436
2021,6,7,15,26.50622
2021,6,7,16,25.9746
2021,6,7,17,25.94226
2021,6,7,18,26.00347
2021,6,7,19,26.43804
2021,6,7,20,26.40399
2021,6,7,21,27.10571
2021,6,7,22,27.14147
2021,6,7,23,25.42217
2021,6,7,24,22.87929
2021,6,8,1,21.95165
2021,6,8,2,21.61772
2021,6,8,3,21.52879
2021,6,8,4,21.62552
2021,6,8,5,21.80478
2021,6,8,6,23.23004
2021,6,8,7,25.09747
2021,6,8,8,26.16021
2021,6,8,9,26.51699
2021,6,8,10,26.64409
2021,6,8,11,26.30343
2021,6,8,12,26.67974
2021,6,8,13,26.93606
2021,6,8,14,26.99295
2021,6,8,15,26.90996
2021,6,8,16,26.54578
2021,6,8,17,26.62776
2021,6,8,18,26.9814
2021,6,8,19,26.81723
2021,6,8,20,26.41792
2021,6,8,21,26.95842
2021,6,8,22,27.22022
2021,6,8,23,25.96826
2021,6,8,24,23.85979
2021,6,9,1,22.72915
2021,6,9,2,22.31322
2021,6,9,3,21.96886
2021,6,9,4,22.02703
2021,6,9,5,22.51507
2021,6,9,6,23.8068
2021,6,9,7,25.43183
2021,6,9,8,27.06821
2021,6,9,9,27.41834
2021,6,9,10,27.22786
2021,6,9,11,27.05721
2021,6,9,12,26.85073
2021,6,9,13,26.59711
2021,6,9,14,26.79354
2021,6,9,15,26.81042
2021,6,9,16,26.40874
2021,6,9,17,26.72498
2021,6,9,18,26.57765
2021,6,9,19,26.60978
2021,6,9,20,26.75529
2021,6,9,21,27.20544
2021,6,9,22,27.40068
2021,6,9,23,25.84948
2021,6,9,24,23.36619
2021,6,10,1,22.09032
2021,6,10,2,21.76999
2021,6,10,3,21.70461
2021,6,10,4,21.75918
2021,6,10,5,22.07154
2021,6,10,6,22.96345
2021,6,10,7,24.77415
2021,6,10,8,26.40043
2021,6,10,9,27.12786
2021,6,10,10,26.78125
2021,6,10,11,27.06955
2021,6,10,12,26.85649
2021,6,10,13,26.88854
2021,6,10,14,27.37365
2021,6,10,15,27.20479
2021,6,10,16,27.04878
2021,6,10,17,27.15486
2021,6,10,18,27.43164
2021,6,10,19,27.35214
2021,6,10,20,27.16174
2021,6,10,21,27.85607
2021,6,10,22,28.13997
2021,6,10,23,26.67107
2021,6,10,24,24.38136
2021,6,11,1,23.32024
2021,6,11,2,22.88006
2021,6,11,3,22.75398
2021,6,11,4,22.76868
2021,6,11,5,23.1644
2021,6,11,6,24.37518
2021,6,11,7,26.41731
2021,6,11,8,27.6827
2021,6,11,9,28.34477
2021,6,11,10,28.33479
2021,6,11,11,27.98526
2021,6,11,12,27.39706
2021,6,11,13,26.96508
2021,6,11,14,26.70542
2021,6,11,15,26.83907
2021,6,11,16,27.09624
2021,6,11,17,27.22563
2021,6,11,18,27.56053
2021,6,11,19,27.84909
2021,6,11,20,27.74366
2021,6,11,21,28.56271
2021,6,11,22,29.34158
2021,6,11,23,28.00787
2021,6,11,24,25.38963
2021,6,12,1,24.10245
2021,6,12,2,23.63885
2021,6,12,3,23.39842
2021,6,12,4,23.03778
2021,6,12,5,22.93583
2021,6,12,6,23.63906
2021,6,12,7,24.78091
2021,6,12,8,26.13309
2021,6,12,9,27.3893
2021,6,12,10,27.67798
2021,6,12,11,27.33608
2021,6,12,12,26.84991
2021,6,12,13,26.44355
2021,6,12,14,26.36099
2021,6,12,15,26.31321
2021,6,12,16,26.70106
2021,6,12,17,27.11235
2021,6,12,18,27.68147
2021,6,12,19,28.17069
2021,6,12,20,27.91025
2021,6,12,21,28.2261
2021,6,12,22,28.80654
2021,6,12,23,27.44227
2021,6,12,24,24.58382
2021,6,13,1,23.13327
2021,6,13,2,22.30521
2021,6,13,3,21.99704
2021,6,13,4,22.0699
2021,6,13,5,22.21686
2021,6,13,6,22.87038
2021,6,13,7,23.82311
2021,6,13,8,24.98262
2021,6,13,9,26.44436
2021,6,13,10,26.47503
2021,6,13,11,26.91644
2021,6,13,12,26.78854
2021,6,13,13,26.38827
2021,6,13,14,26.65397
2021,6,13,15,26.4619
2021,6,13,16,26.38523
2021,6,13,17,26.74603
2021,6,13,18,27.52486
2021,6,13,19,27.69157
2021,6,13,20,27.5987
2021,6,13,21,27.92994
2021,6,13,22,28.36163
2021,6,13,23,26.64084
2021,6,13,24,23.59918
2021,6,14,1,22.24542
2021,6,14,2,21.51616
2021,6,14,3,21.19451
2021,6,14,4,21.03046
2021,6,14,5,21.38367
2021,6,14,6,22.49081
2021,6,14,7,24.19585
2021,6,14,8,26.11561
2021,6,14,9,27.56349
2021,6,14,10,27.70326
2021,6,14,11,27.41051
2021,6,14,12,27.38345
2021,6,14,13,27.52164
2021,6,14,14,27.59418
2021,6,14,15,27.58258
2021,6,14,16,27.39252
2021,6,14,17,27.25545
2021,6,14,18,27.65241
2021,6,14,19,28.09339
2021,6,14,20,28.15578
2021,6,14,21,28.50266
2021,6,14,22,28.7496
2021,6,14,23,26.81608
2021,6,14,24,23.89702
2021,6,15,1,22.69039
2021,6,15,2,22.15707
2021,6,15,3,21.90048
2021,6,15,4,22.01135
2021,6,15,5,22.42871
2021,6,15,6,23.44757
2021,6,15,7,25.01929
2021,6,15,8,26.16071
2021,6,15,9,26.76524
2021,6,15,10,27.03847
2021,6,15,11,27.26214
2021,6,15,12,27.24199
2021,6,15,13,27.6139
2021,6,15,14,28.0059
2021,6,15,15,28.34203
2021,6,15,16,27.9428
2021,6,15,17,27.79451
2021,6,15,18,27.77596
2021,6,15,19,28.28295
2021,6,15,20,28.23536
2021,6,15,21,28.57969
2021,6,15,22,28.77185
2021,6,15,23,26.9186
2021,6,15,24,24.39358
2021,6,16,1,22.9845
2021,6,16,2,22.36535
2021,6,16,3,22.01947
2021,6,16,4,21.839
2021,6,16,5,22.13751
2021,6,16,6,23.46296
2021,6,16,7,25.07097
2021,6,16,8,26.64143
2021,6,16,9,27.58142
2021,6,16,10,27.66094
2021,6,16,11,27.52313
2021,6,16,12,27.55351
2021,6,16,13,28.11926
2021,6,16,14,28.19537
2021,6,16,15,28.56226
2021,6,16,16,28.30743
2021,6,16,17,27.96201
2021,6,16,18,28.33498
2021,6,16,19,28.4759
2021,6,16,20,28.13468
2021,6,16,21,28.60735
2021,6,16,22,28.78683
2021,6,16,23,27.02776
2021,6,16,24,24.2722
2021,6,17,1,23.13341
2021,6,17,2,22.4583
2021,6,17,3,22.07056
2021,6,17,4,21.92977
2021,6,17,5,22.33845
2021,6,17,6,23.39784
2021,6,17,7,25.0119
2021,6,17,8,26.42515
2021,6,17,9,27.37501
2021,6,17,10,27.91203
2021,6,17,11,27.93503
2021,6,17,12,27.70104
2021,6,17,13,28.25973
2021,6,17,14,28.56558
2021,6,17,15,29.07805
2021,6,17,16,28.86902
2021,6,17,17,28.50267
2021,6,17,18,28.77648
2021,6,17,19,28.72456
2021,6,17,20,28.54988
2021,6,17,21,28.92777
2021,6,17,22,29.43891
2021,6,17,23,27.73661
2021,6,17,24,24.97895
2021,6,18,1,23.35266
2021,6,18,2,22.59128
2021,6,18,3,21.93856
2021,6,18,4,22.04496
2021,6,18,5,22.39532
2021,6,18,6,23.60088
2021,6,18,7,25.57089
2021,6,18,8,27.27542
2021,6,18,9,28.30284
2021,6,18,10,28.32977
2021,6,18,11,28.51362
2021,6,18,12,28.50077
2021,6,18,13,29.02522
2021,6,18,14,28.82364
2021,6,18,15,28.40252
2021,6,18,16,28.42202
2021,6,18,17,28.5025
2021,6,18,18,28.98699
2021,6,18,19,29.34018
2021,6,18,20,29.41829
2021,6,18,21,29.97624
2021,6,18,22,30.20609
2021,6,18,23,28.51769
2021,6,18,24,25.59065
2021,6,19,1,24.07769
2021,6,19,2,23.19918
2021,6,19,3,22.42377
2021,6,19,4,21.79433
2021,6,19,5,21.45981
2021,6,19,6,22.13083
2021,6,19,7,23.64508
2021,6,19,8,26.05802
2021,6,19,9,27.8057
2021,6,19,10,28.21741
2021,6,19,11,27.93217
2021,6,19,12,27.84222
2021,6,19,13,27.7449
2021,6,19,14,27.69666
2021,6,19,15,27.81064
2021,6,19,16,28.05398
2021,6,19,17,28.30391
2021,6,19,18,28.89432
2021,6,19,19,29.2403
2021,6,19,20,28.65337
2021,6,19,21,28.6473
2021,6,19,22,29.09928
2021,6,19,23,27.94352
2021,6,19,24,25.19897
2021,6,20,1,23.58151
2021,6,20,2,22.47483
2021,6,20,3,22.23013
2021,6,20,4,22.1178
2021,6,20,5,22.28665
2021,6,20,6,23.03261
2021,6,20,7,24.11141
2021,6,20,8,26.09885
2021,6,20,9,27.72656
2021,6,20,10,28.44561
2021,6,20,11,28.12081
2021,6,20,12,27.82597
2021,6,20,13,27.60358
2021,6,20,14,27.34591
2021,6,20,15,27.05216
2021,6,20,16,26.88178
2021,6,20,17,27.44794
2021,6,20,18,28.07977
2021,6,20,19,27.96913
2021,6,20,20,27.86678
2021,6,20,21,28.60452
2021,6,20,22,28.6739
2021,6,20,23,26.59695
2021,6,20,24,23.75756
2021,6,21,1,22.36389
2021,6,21,2,21.45724
2021,6,21,3,21.06028
2021,6,21,4,21.06832
2021,6,21,5,21.53616
2021,6,21,6,22.70682
2021,6,21,7,24.7232
2021,6,21,8,26.71545
2021,6,21,9,28.25427
2021,6,21,10,28.45413
2021,6,21,11,28.96759
2021,6,21,12,28.52149
2021,6,21,13,28.42913
2021,6,21,14,28.25768
2021,6,21,15,28.13711
2021,6,21,16,28.07527
2021,6,21,17,27.91426
2021,6,21,18,28.04721
2021,6,21,19,28.37313
2021,6,21,20,28.17607
2021,6,21,21,28.54664
2021,6,21,22,29.15323
2021,6,21,23,27.29133
2021,6,21,24,24.54834
2021,6,22,1,23.10547
2021,6,22,2,22.38736
2021,6,22,3,22.19966
2021,6,22,4,22.13746
2021,6,22,5,22.51434
2021,6,22,6,23.69754
2021,6,22,7,25.67103
2021,6,22,8,27.28402
2021,6,22,9,28.23271
2021,6,22,10,28.11781
2021,6,22,11,28.10501
2021,6,22,12,28.06658
2021,6,22,13,27.90804
2021,6,22,14,28.00412
2021,6,22,15,27.76434
2021,6,22,16,27.88226
2021,6,22,17,27.86985
2021,6,22,18,28.09241
2021,6,22,19,28.37634
2021,6,22,20,28.17478
2021,6,22,21,28.27613
2021,6,22,22,28.41377
2021,6,22,23,26.56703
2021,6,22,24,23.9691
2021,6,23,1,22.54878
2021,6,23,2,21.93814
2021,6,23,3,21.8134
2021,6,23,4,21.734
2021,6,23,5,21.98865
2021,6,23,6,23.14895
2021,6,23,7,25.05405
2021,6,23,8,26.57728
2021,6,23,9,27.68946
2021,6,23,10,28.01915
2021,6,23,11,28.07927
2021,6,23,12,27.87163
2021,6,23,13,28.27067
2021,6,23,14,28.03383
2021,6,23,15,27.59882
2021,6,23,16,27.51889
2021,6,23,17,27.57195
2021,6,23,18,27.86121
2021,6,23,19,28.10092
2021,6,23,20,28.00183
2021,6,23,21,28.35543
2021,6,23,22,28.48091
2021,6,23,23,26.35875
2021,6,23,24,23.74784
2021,6,24,1,22.41059
2021,6,24,2,21.65458
2021,6,24,3,21.27817
2021,6,24,4,21.14763
2021,6,24,5,21.30457
2021,6,24,6,22.47494
2021,6,24,7,24.60107
2021,6,24,8,26.50574
2021,6,24,9,27.69383
2021,6,24,10,28.52996
2021,6,24,11,28.65488
2021,6,24,12,28.28232
2021,6,24,13,28.48513
2021,6,24,14,27.84761
2021,6,24,15,27.73328
2021,6,24,16,27.94807
2021,6,24,17,28.9058
2021,6,24,18,29.02124
2021,6,24,19,29.27371
2021,6,24,20,29.00185
2021,6,24,21,29.61142
2021,6,24,22,28.36526
2021,6,24,23,26.82186
2021,6,24,24,23.97919
2021,6,25,1,22.63111
2021,6,25,2,22.04806
2021,6,25,3,21.71124
2021,6,25,4,21.70405
2021,6,25,5,21.82692
2021,6,25,6,23.15767
2021,6,25,7,25.47069
2021,6,25,8,27.63832
2021,6,25,9,28.51304
2021,6,25,10,28.8902
2021,6,25,11,28.60627
2021,6,25,12,28.34963
2021,6,25,13,28.58851
2021,6,25,14,28.87057
2021,6,25,15,28.70342
2021,6,25,16,29.30539
2021,6,25,17,29.09408
2021,6,25,18,28.90246
2021,6,25,19,29.38019
2021,6,25,20,29.84572
2021,6,25,21,30.17305
2021,6,25,22,29.68362
2021,6,25,23,28.04923
2021,6,25,24,25.07734
2021,6,26,1,23.65651
2021,6,26,2,22.63363
2021,6,26,3,22.34986
2021,6,26,4,22.37088
2021,6,26,5,22.49494
2021,6,26,6,23.15419
2021,6,26,7,24.54032
2021,6,26,8,27.24602
2021,6,26,9,28.87821
2021,6,26,10,29.84577
2021,6,26,11,29.78874
2021,6,26,12,29.53469
2021,6,26,13,29.48051
2021,6,26,14,28.92855
2021,6,26,15,28.94977
2021,6,26,16,29.307
2021,6,26,17,30.09316
2021,6,26,18,30.28369
2021,6,26,19,30.7645
2021,6,26,20,30.14152
2021,6,26,21,30.02976
2021,6,26,22,29.46556
2021,6,26,23,28.08004
2021,6,26,24,25.20354
2021,6,27,1,23.51521
2021,6,27,2,22.66943
2021,6,27,3,22.38832
2021,6,27,4,22.38368
2021,6,27,5,22.47988
2021,6,27,6,23.0817
2021,6,27,7,24.54656
2021,6,27,8,26.41135
2021,6,27,9,28.31862
2021,6,27,10,28.87747
2021,6,27,11,28.00866
2021,6,27,12,27.83332
2021,6,27,13,27.69695
2021,6,27,14,27.24057
2021,6,27,15,26.61188
2021,6,27,16,27.1246
2021,6,27,17,27.58947
2021,6,27,18,28.23595
2021,6,27,19,28.14598
2021,6,27,20,27.78999
2021,6,27,21,28.47135
2021,6,27,22,28.17597
2021,6,27,23,26.89819
2021,6,27,24,23.86345
2021,6,28,1,22.64996
2021,6,28,2,22.14843
2021,6,28,3,21.90395
2021,6,28,4,22.0237
2021,6,28,5,22.472
2021,6,28,6,24.1305
2021,6,28,7,26.29907
2021,6,28,8,28.33826
2021,6,28,9,29.31524
2021,6,28,10,29.07549
2021,6,28,11,28.77088
2021,6,28,12,28.0693
2021,6,28,13,28.10804
2021,6,28,14,27.73631
2021,6,28,15,27.5786
2021,6,28,16,27.36697
2021,6,28,17,27.07905
2021,6,28,18,27.00208
2021,6,28,19,27.74181
2021,6,28,20,27.77299
2021,6,28,21,28.54023
2021,6,28,22,28.30931
2021,6,28,23,26.42284
2021,6,28,24,23.596
2021,6,29,1,22.48646
2021,6,29,2,22.03666
2021,6,29,3,21.85537
2021,6,29,4,21.77626
2021,6,29,5,22.34493
2021,6,29,6,23.5933
2021,6,29,7,25.79447
2021,6,29,8,27.0171
2021,6,29,9,27.73435
2021,6,29,10,27.61024
2021,6,29,11,27.41886
2021,6,29,12,26.86532
2021,6,29,13,26.72173
2021,6,29,14,27.01384
2021,6,29,15,26.77589
2021,6,29,16,27.05138
2021,6,29,17,27.10252
2021,6,29,18,26.84131
2021,6,29,19,27.09434
2021,6,29,20,27.42986
2021,6,29,21,28.00306
2021,6,29,22,27.84759
2021,6,29,23,25.82104
2021,6,29,24,23.29826
2021,6,30,1,22.32862
2021,6,30,2,21.84759
2021,6,30,3,21.66702
2021,6,30,4,21.69069
2021,6,30,5,21.94512
2021,6,30,6,23.16128
2021,6,30,7,24.96834
2021,6,30,8,26.60117
2021,6,30,9,27.21774
2021,6,30,10,27.41839
2021,6,30,11,27.47949
2021,6,30,12,26.8422
2021,6,30,13,26.79419
2021,6,30,14,26.44124
2021,6,30,15,26.77245
2021,6,30,16,27.50124
2021,6,30,17,27.71203
2021,6,30,18,27.83055
2021,6,30,19,28.32935
2021,6,30,20,28.56682
2021,6,30,21,29.11463
2021,6,30,22,28.40474
2021,6,30,23,26.30373
2021,6,30,24,23.65924
2021,7,1,1,22.1997
2021,7,1,2,21.66424
2021,7,1,3,21.15983
2021,7,1,4,21.21183
2021,7,1,5,21.56448
2021,7,1,6,22.59471
2021,7,1,7,24.85731
2021,7,1,8,26.72149
2021,7,1,9,28.02479
2021,7,1,10,28.34548
2021,7,1,11,28.14657
2021,7,1,12,27.66277
2021,7,1,13,27.8411
2021,7,1,14,27.86009
2021,7,1,15,28.41269
2021,7,1,16,27.75749
2021,7,1,17,28.23239
2021,7,1,18,29.10179
2021,7,1,19,29.20302
2021,7,1,20,28.90371
2021,7,1,21,29.03862
2021,7,1,22,29.25005
2021,7,1,23,27.52064
2021,7,1,24,24.34276
2021,7,2,1,22.75787
2021,7,2,2,21.97957
2021,7,2,3,21.70876
2021,7,2,4,21.82042
2021,7,2,5,22.20635
2021,7,2,6,23.32701
2021,7,2,7,25.62281
2021,7,2,8,27.67674
2021,7,2,9,28.95864
2021,7,2,10,29.55745
2021,7,2,11,29.67857
2021,7,2,12,29.38503
2021,7,2,13,29.60036
2021,7,2,14,29.39601
2021,7,2,15,28.8803
2021,7,2,16,28.87206
2021,7,2,17,28.87576
2021,7,2,18,29.88367
2021,7,2,19,30.28897
2021,7,2,20,29.77972
2021,7,2,21,30.16085
2021,7,2,22,31.42318
2021,7,2,23,29.32049
2021,7,2,24,25.76656
2021,7,3,1,23.78181
2021,7,3,2,22.69052
2021,7,3,3,22.15696
2021,7,3,4,21.88894
2021,7,3,5,22.00957
2021,7,3,6,22.79322
2021,7,3,7,24.45953
2021,7,3,8,27.12585
2021,7,3,9,29.14805
2021,7,3,10,29.81519
2021,7,3,11,29.48973
2021,7,3,12,29.11501
2021,7,3,13,29.01044
2021,7,3,14,29.08878
2021,7,3,15,29.19153
2021,7,3,16,29.21599
2021,7,3,17,29.88383
2021,7,3,18,30.8945
2021,7,3,19,31.29391
2021,7,3,20,30.61195
2021,7,3,21,31.18778
2021,7,3,22,31.86769
2021,7,3,23,29.94407
2021,7,3,24,26.54403
2021,7,4,1,23.8806
2021,7,4,2,22.61843
2021,7,4,3,21.95591
2021,7,4,4,21.61574
2021,7,4,5,21.55604
2021,7,4,6,22.2791
2021,7,4,7,23.5843
2021,7,4,8,26.35976
2021,7,4,9,29.51234
2021,7,4,10,30.82425
2021,7,4,11,30.38044
2021,7,4,12,29.33318
2021,7,4,13,29.37772
2021,7,4,14,29.15105
2021,7,4,15,29.88191
2021,7,4,16,30.00273
2021,7,4,17,30.29725
2021,7,4,18,30.8707
2021,7,4,19,30.58071
2021,7,4,20,30.20124
2021,7,4,21,30.28052
2021,7,4,22,30.51209
2021,7,4,23,28.73012
2021,7,4,24,26.21388
2021,7,5,1,23.71245
2021,7,5,2,22.2587
2021,7,5,3,21.53627
2021,7,5,4,21.24282
2021,7,5,5,21.5813
2021,7,5,6,22.50403
2021,7,5,7,24.12883
2021,7,5,8,26.66929
2021,7,5,9,29.28021
2021,7,5,10,30.35897
2021,7,5,11,30.58056
2021,7,5,12,30.16743
2021,7,5,13,29.49512
2021,7,5,14,29.3641
2021,7,5,15,29.66178
2021,7,5,16,29.49051
2021,7,5,17,30.41091
2021,7,5,18,31.38628
2021,7,5,19,30.70133
2021,7,5,20,30.04797
2021,7,5,21,30.14351
2021,7,5,22,29.86937
2021,7,5,23,27.36418
2021,7,5,24,23.90302
2021,7,6,1,22.42062
2021,7,6,2,21.59593
2021,7,6,3,21.17909
2021,7,6,4,20.78659
2021,7,6,5,21.24687
2021,7,6,6,22.60762
2021,7,6,7,25.09251
2021,7,6,8,27.1803
2021,7,6,9,28.48882
2021,7,6,10,28.68091
2021,7,6,11,28.7862
2021,7,6,12,28.88442
2021,7,6,13,28.58445
2021,7,6,14,28.5927
2021,7,6,15,28.44944
2021,7,6,16,28.51306
2021,7,6,17,28.15069
2021,7,6,18,28.63254
2021,7,6,19,29.09552
2021,7,6,20,29.10482
2021,7,6,21,29.54527
2021,7,6,22,29.79494
2021,7,6,23,27.61994
2021,7,6,24,24.30961
2021,7,7,1,22.68948
2021,7,7,2,21.76258
2021,7,7,3,21.36239
2021,7,7,4,21.33519
2021,7,7,5,21.64207
2021,7,7,6,22.80421
2021,7,7,7,24.88834
2021,7,7,8,26.44802
2021,7,7,9,28.02937
2021,7,7,10,28.59051
2021,7,7,11,28.78639
2021,7,7,12,28.52455
2021,7,7,13,28.06987
2021,7,7,14,28.13891
2021,7,7,15,28.44412
2021,7,7,16,28.83932
2021,7,7,17,28.86321
2021,7,7,18,29.10987
2021,7,7,19,29.5487
2021,7,7,20,29.32159
2021,7,7,21,29.80799
2021,7,7,22,30.23158
2021,7,7,23,27.97782
2021,7,7,24,24.61764
2021,7,8,1,22.87705
2021,7,8,2,22.0321
2021,7,8,3,21.43158
2021,7,8,4,21.26965
2021,7,8,5,21.45848
2021,7,8,6,22.70338
2021,7,8,7,24.83961
2021,7,8,8,26.87964
2021,7,8,9,28.16993
2021,7,8,10,28.5718
2021,7,8,11,28.99239
2021,7,8,12,29.11009
2021,7,8,13,29.17904
2021,7,8,14,28.99894
2021,7,8,15,28.91897
2021,7,8,16,28.91377
2021,7,8,17,29.28518
2021,7,8,18,29.60106
2021,7,8,19,29.71531
2021,7,8,20,29.5953
2021,7,8,21,29.87176
2021,7,8,22,30.35043
2021,7,8,23,28.18451
2021,7,8,24,24.75953
2021,7,9,1,23.26476
2021,7,9,2,22.4093
2021,7,9,3,21.81787
2021,7,9,4,21.68326
2021,7,9,5,21.77993
2021,7,9,6,23.04547
2021,7,9,7,25.20126
2021,7,9,8,27.33784
2021,7,9,9,28.70158
2021,7,9,10,29.3163
2021,7,9,11,29.42026
2021,7,9,12,29.25695
2021,7,9,13,29.33914
2021,7,9,14,29.64724
2021,7,9,15,29.64276
2021,7,9,16,29.56595
2021,7,9,17,30.55538
2021,7,9,18,31.08438
2021,7,9,19,30.92056
2021,7,9,20,30.66573
2021,7,9,21,30.89203
2021,7,9,22,30.84063
2021,7,9,23,28.79855
2021,7,9,24,25.50035
2021,7,10,1,23.63226
2021,7,10,2,22.56603
2021,7,10,3,22.25718
2021,7,10,4,21.85167
2021,7,10,5,21.87274
2021,7,10,6,22.67994
2021,7,10,7,24.06856
2021,7,10,8,26.39195
2021,7,10,9,28.05527
2021,7,10,10,28.34955
2021,7,10,11,28.23643
2021,7,10,12,28.23925
2021,7,10,13,28.05383
2021,7,10,14,28.11335
2021,7,10,15,28.14385
2021,7,10,16,28.39838
2021,7,10,17,28.76357
2021,7,10,18,29.56911
2021,7,10,19,29.9343
2021,7,10,20,29.51673
2021,7,10,21,29.70213
2021,7,10,22,30.30043
2021,7,10,23,28.48373
2021,7,10,24,25.3157
2021,7,11,1,23.46346
2021,7,11,2,22.47848
2021,7,11,3,21.9025
2021,7,11,4,21.64702
2021,7,11,5,21.73181
2021,7,11,6,22.50801
2021,7,11,7,23.66245
2021,7,11,8,25.80725
2021,7,11,9,27.86901
2021,7,11,10,28.89633
2021,7,11,11,28.53155
2021,7,11,12,28.31743
2021,7,11,13,27.62044
2021,7,11,14,27.42194
2021,7,11,15,27.08546
2021,7,11,16,27.32203
2021,7,11,17,27.88436
2021,7,11,18,28.49494
2021,7,11,19,28.54241
2021,7,11,20,28.58686
2021,7,11,21,29.12229
2021,7,11,22,28.93686
2021,7,11,23,26.75543
2021,7,11,24,23.61246
2021,7,12,1,22.01465
2021,7,12,2,21.28085
2021,7,12,3,20.87706
2021,7,12,4,21.00358
2021,7,12,5,21.17512
2021,7,12,6,22.50824
2021,7,12,7,24.7644
2021,7,12,8,26.85632
2021,7,12,9,28.09479
2021,7,12,10,27.86396
2021,7,12,11,27.94356
2021,7,12,12,27.18948
2021,7,12,13,27.39318
2021,7,12,14,28.05148
2021,7,12,15,28.28574
2021,7,12,16,28.35893
2021,7,12,17,28.78759
2021,7,12,18,29.63105
2021,7,12,19,29.69922
2021,7,12,20,29.11916
2021,7,12,21,29.93237
2021,7,12,22,29.51724
2021,7,12,23,26.75654
2021,7,12,24,23.82192
2021,7,13,1,22.27429
2021,7,13,2,21.41331
2021,7,13,3,20.97008
2021,7,13,4,20.90092
2021,7,13,5,21.45914
2021,7,13,6,22.58953
2021,7,13,7,24.5119
2021,7,13,8,26.62715
2021,7,13,9,28.19341
2021,7,13,10,28.78719
2021,7,13,11,29.09818
2021,7,13,12,29.12185
2021,7,13,13,29.21299
2021,7,13,14,28.73548
2021,7,13,15,27.88008
2021,7,13,16,27.87064
2021,7,13,17,27.93998
2021,7,13,18,28.43258
2021,7,13,19,28.98159
2021,7,13,20,28.09901
2021,7,13,21,28.11356
2021,7,13,22,28.10521
2021,7,13,23,26.28645
2021,7,13,24,23.4743
2021,7,14,1,22.2114
2021,7,14,2,21.43887
2021,7,14,3,21.02243
2021,7,14,4,20.80926
2021,7,14,5,20.97296
2021,7,14,6,22.16472
2021,7,14,7,24.93162
2021,7,14,8,27.25639
2021,7,14,9,28.91628
2021,7,14,10,29.56264
2021,7,14,11,29.35544
2021,7,14,12,28.41206
2021,7,14,13,28.07008
