Year,Month,Day,Period,gross load
2020,11,18,22,35.69652
2020,11,18,23,35.50976
2020,11,18,24,33.5446
2020,11,19,1,32.57793
2020,11,19,2,32.25281
2020,11,19,3,32.36059
2020,11,19,4,32.87081
2020,11,19,5,32.95961
2020,11,19,6,34.39618
2020,11,19,7,36.15008
2020,11,19,8,37.0159
2020,11,19,9,36.53534
2020,11,19,10,36.04408
2020,11,19,11,35.80624
2020,11,19,12,35.17737
2020,11,19,13,34.50205
2020,11,19,14,34.35471
2020,11,19,15,34.27858
2020,11,19,16,35.01694
2020,11,19,17,36.31323
2020,11,19,18,39.33589
2020,11,19,19,40.05477
2020,11,19,20,39.61916
2020,11,19,21,38.75334
2020,11,19,22,38.24376
2020,11,19,23,42.1353
2020,11,19,24,40.91244
2020,11,20,1,39.30151
2020,11,20,2,38.83676
2020,11,20,3,39.49474
2020,11,20,4,38.80405
2020,11,20,5,38.74802
2020,11,20,6,39.51106
2020,11,20,7,40.98242
2020,11,20,8,42.28472
2020,11,20,9,41.70316
2020,11,20,10,40.32082
2020,11,20,11,37.99846
2020,11,20,12,36.7854
2020,11,20,13,36.07099
2020,11,20,14,35.57572
2020,11,20,15,35.71274
2020,11,20,16,36.2399
2020,11,20,17,38.0562
2020,11,20,18,40.91528
2020,11,20,19,41.19139
2020,11,20,20,40.87773
2020,11,20,21,40.1406
2020,11,20,22,39.13839
2020,11,20,23,40.84509
2020,11,20,24,39.19585
2020,11,21,1,37.72726
2020,11,21,2,37.43015
2020,11,21,3,38.49727
2020,11,21,4,37.48783
2020,11,21,5,36.26645
2020,11,21,6,37.56324
2020,11,21,7,38.90221
2020,11,21,8,40.50419
2020,11,21,9,40.26266
2020,11,21,10,38.93259
2020,11,21,11,38.17051
2020,11,21,12,37.52748
2020,11,21,13,37.11045
2020,11,21,14,36.70332
2020,11,21,15,35.82611
2020,11,21,16,35.6685
2020,11,21,17,37.96062
2020,11,21,18,41.66376
2020,11,21,19,42.12882
2020,11,21,20,42.72323
2020,11,21,21,43.41955
2020,11,21,22,43.68354
2020,11,21,23,45.69787
2020,11,21,24,43.68295
2020,11,22,1,42.72144
2020,11,22,2,43.1004
2020,11,22,3,43.64801
2020,11,22,4,44.19406
2020,11,22,5,44.70469
2020,11,22,6,45.91643
2020,11,22,7,47.49639
2020,11,22,8,48.9645
2020,11,22,9,47.73051
2020,11,22,10,45.92417
2020,11,22,11,44.57579
2020,11,22,12,42.1865
2020,11,22,13,38.25292
2020,11,22,14,36.62743
2020,11,22,15,36.04214
2020,11,22,16,36.56657
2020,11,22,17,38.86268
2020,11,22,18,42.07816
2020,11,22,19,42.10957
2020,11,22,20,40.89308
2020,11,22,21,39.87765
2020,11,22,22,38.12913
2020,11,22,23,38.83341
2020,11,22,24,36.52842
2020,11,23,1,35.24271
2020,11,23,2,34.79998
2020,11,23,3,34.52541
2020,11,23,4,34.91751
2020,11,23,5,35.38857
2020,11,23,6,36.35532
2020,11,23,7,38.75332
2020,11,23,8,40.87284
2020,11,23,9,40.88645
2020,11,23,10,39.64294
2020,11,23,11,38.54099
2020,11,23,12,37.82587
2020,11,23,13,37.33938
2020,11,23,14,37.57075
2020,11,23,15,37.10996
2020,11,23,16,37.72916
2020,11,23,17,39.51615
2020,11,23,18,42.10701
2020,11,23,19,42.33799
2020,11,23,20,41.30947
2020,11,23,21,40.20548
2020,11,23,22,38.86689
2020,11,23,23,39.93162
2020,11,23,24,36.71489
2020,11,24,1,35.46231
2020,11,24,2,35.12209
2020,11,24,3,35.32687
2020,11,24,4,35.89224
2020,11,24,5,36.75091
2020,11,24,6,38.00373
2020,11,24,7,40.11141
2020,11,24,8,42.75592
2020,11,24,9,44.07485
2020,11,24,10,43.18027
2020,11,24,11,44.47558
2020,11,24,12,43.69697
2020,11,24,13,43.7224
2020,11,24,14,44.62155
2020,11,24,15,45.31982
2020,11,24,16,45.28707
2020,11,24,17,47.49764
2020,11,24,18,50.93739
2020,11,24,19,51.31417
2020,11,24,20,50.42343
2020,11,24,21,49.75339
2020,11,24,22,48.20275
2020,11,24,23,49.74662
2020,11,24,24,47.52383
2020,11,25,1,46.02525
2020,11,25,2,45.81818
2020,11,25,3,45.99978
2020,11,25,4,46.46824
2020,11,25,5,47.21949
2020,11,25,6,48.75947
2020,11,25,7,50.72468
2020,11,25,8,53.26734
2020,11,25,9,53.00561
2020,11,25,10,51.17065
2020,11,25,11,48.86729
2020,11,25,12,47.32368
2020,11,25,13,46.08862
2020,11,25,14,45.12482
2020,11,25,15,44.30498
2020,11,25,16,44.27116
2020,11,25,17,46.98593
2020,11,25,18,50.80232
2020,11,25,19,51.1949
2020,11,25,20,50.41728
2020,11,25,21,49.81271
2020,11,25,22,49.18065
2020,11,25,23,50.54899
2020,11,25,24,47.21822
2020,11,26,1,45.38461
2020,11,26,2,44.80232
2020,11,26,3,44.71494
2020,11,26,4,45.39699
2020,11,26,5,45.73991
2020,11,26,6,47.05983
2020,11,26,7,48.74957
2020,11,26,8,50.42214
2020,11,26,9,51.4203
2020,11,26,10,51.58709
2020,11,26,11,50.49643
2020,11,26,12,49.47538
2020,11,26,13,48.61129
2020,11,26,14,47.56511
2020,11,26,15,47.64359
2020,11,26,16,47.68009
2020,11,26,17,48.79369
2020,11,26,18,50.40549
2020,11,26,19,49.937
2020,11,26,20,49.1129
2020,11,26,21,48.4941
2020,11,26,22,47.4039
2020,11,26,23,50.11861
2020,11,26,24,47.95902
2020,11,27,1,46.66169
2020,11,27,2,46.36549
2020,11,27,3,46.65077
2020,11,27,4,47.08217
2020,11,27,5,47.75408
2020,11,27,6,49.00042
2020,11,27,7,51.13168
2020,11,27,8,53.00756
2020,11,27,9,53.13462
2020,11,27,10,51.98925
2020,11,27,11,48.25758
2020,11,27,12,47.27842
2020,11,27,13,45.57439
2020,11,27,14,44.31004
2020,11,27,15,43.59319
2020,11,27,16,44.32659
2020,11,27,17,47.6614
2020,11,27,18,52.109
2020,11,27,19,53.28357
2020,11,27,20,52.72271
2020,11,27,21,51.76231
2020,11,27,22,50.78825
2020,11,27,23,52.92622
2020,11,27,24,50.11293
2020,11,28,1,48.69163
2020,11,28,2,48.36553
2020,11,28,3,48.33199
2020,11,28,4,48.56125
2020,11,28,5,49.49397
2020,11,28,6,50.85346
2020,11,28,7,52.61505
2020,11,28,8,55.34277
2020,11,28,9,55.59247
2020,11,28,10,53.98185
2020,11,28,11,50.51713
2020,11,28,12,45.41033
2020,11,28,13,43.54513
2020,11,28,14,42.09056
2020,11,28,15,41.14858
2020,11,28,16,40.67992
2020,11,28,17,43.67797
2020,11,28,18,49.27184
2020,11,28,19,50.63646
2020,11,28,20,50.13027
2020,11,28,21,49.99636
2020,11,28,22,48.88319
2020,11,28,23,50.8965
2020,11,28,24,48.26245
2020,11,29,1,47.09239
2020,11,29,2,47.05158
2020,11,29,3,46.27051
2020,11,29,4,47.07959
2020,11,29,5,48.0715
2020,11,29,6,49.38689
2020,11,29,7,51.04471
2020,11,29,8,53.04765
2020,11,29,9,52.78146
2020,11,29,10,50.80374
2020,11,29,11,48.87917
2020,11,29,12,46.56735
2020,11,29,13,45.0751
2020,11,29,14,43.48193
2020,11,29,15,42.58977
2020,11,29,16,42.52738
2020,11,29,17,44.64791
2020,11,29,18,48.26845
2020,11,29,19,48.74876
2020,11,29,20,48.67649
2020,11,29,21,47.98961
2020,11,29,22,47.14463
2020,11,29,23,49.74802
2020,11,29,24,47.88582
2020,11,30,1,47.58436
2020,11,30,2,47.91528
2020,11,30,3,47.89005
2020,11,30,4,48.56201
2020,11,30,5,49.53988
2020,11,30,6,51.32065
2020,11,30,7,53.93588
2020,11,30,8,55.68323
2020,11,30,9,54.55742
2020,11,30,10,52.24704
2020,11,30,11,49.93148
2020,11,30,12,47.31463
2020,11,30,13,44.75088
2020,11,30,14,42.47075
2020,11,30,15,41.91436
2020,11,30,16,42.04121
2020,11,30,17,44.05611
2020,11,30,18,48.5607
2020,11,30,19,51.26525
2020,11,30,20,51.03359
2020,11,30,21,50.43757
2020,11,30,22,49.37378
2020,11,30,23,51.70538
2020,11,30,24,49.4513
2020,12,1,1,48.48601
2020,12,1,2,48.06289
2020,12,1,3,48.04706
2020,12,1,4,48.31438
2020,12,1,5,48.56713
2020,12,1,6,49.66766
2020,12,1,7,51.87962
2020,12,1,8,53.48629
2020,12,1,9,53.54547
2020,12,1,10,52.40116
2020,12,1,11,51.8187
2020,12,1,12,51.22438
2020,12,1,13,49.37308
2020,12,1,14,49.57002
2020,12,1,15,50.39254
2020,12,1,16,50.5863
2020,12,1,17,51.63362
2020,12,1,18,52.87973
2020,12,1,19,52.43961
2020,12,1,20,51.28229
2020,12,1,21,49.99777
2020,12,1,22,49.38241
2020,12,1,23,51.7942
2020,12,1,24,49.56207
2020,12,2,1,48.20608
2020,12,2,2,48.25745
2020,12,2,3,48.76134
2020,12,2,4,49.01976
2020,12,2,5,49.33162
2020,12,2,6,51.15431
2020,12,2,7,54.03059
2020,12,2,8,56.49978
2020,12,2,9,55.49123
2020,12,2,10,53.35241
2020,12,2,11,52.03595
2020,12,2,12,50.05739
2020,12,2,13,49.06304
2020,12,2,14,47.88115
2020,12,2,15,48.03446
2020,12,2,16,47.80079
2020,12,2,17,50.03358
2020,12,2,18,53.00764
2020,12,2,19,53.33331
2020,12,2,20,52.86948
2020,12,2,21,52.38381
2020,12,2,22,51.85518
2020,12,2,23,55.04787
2020,12,2,24,52.40903
2020,12,3,1,51.3167
2020,12,3,2,51.50395
2020,12,3,3,51.8583
2020,12,3,4,52.43468
2020,12,3,5,52.88876
2020,12,3,6,54.63911
2020,12,3,7,57.37666
2020,12,3,8,59.34348
2020,12,3,9,58.36908
2020,12,3,10,55.12728
2020,12,3,11,52.1963
2020,12,3,12,50.07945
2020,12,3,13,47.97546
2020,12,3,14,47.4771
2020,12,3,15,47.4248
2020,12,3,16,47.43039
2020,12,3,17,49.69187
2020,12,3,18,52.95279
2020,12,3,19,53.85868
2020,12,3,20,53.7656
2020,12,3,21,52.78231
2020,12,3,22,52.28242
2020,12,3,23,55.13093
2020,12,3,24,52.65854
2020,12,4,1,51.57339
2020,12,4,2,51.62167
2020,12,4,3,51.35085
2020,12,4,4,51.94046
2020,12,4,5,52.74371
2020,12,4,6,53.94199
2020,12,4,7,55.86218
2020,12,4,8,58.15283
2020,12,4,9,57.42088
2020,12,4,10,55.32978
2020,12,4,11,52.20233
2020,12,4,12,48.39113
2020,12,4,13,46.0448
2020,12,4,14,44.62802
2020,12,4,15,43.96687
2020,12,4,16,43.59799
2020,12,4,17,45.80651
2020,12,4,18,50.25834
2020,12,4,19,51.88842
2020,12,4,20,52.63478
2020,12,4,21,52.52116
2020,12,4,22,51.7254
2020,12,4,23,54.01138
2020,12,4,24,51.40338
2020,12,5,1,50.06631
2020,12,5,2,49.8176
2020,12,5,3,49.71896
2020,12,5,4,50.23816
2020,12,5,5,50.74313
2020,12,5,6,52.01123
2020,12,5,7,53.84908
2020,12,5,8,55.57756
2020,12,5,9,55.19017
2020,12,5,10,53.47338
2020,12,5,11,50.35594
2020,12,5,12,46.11078
2020,12,5,13,44.42406
2020,12,5,14,42.8652
2020,12,5,15,41.857
2020,12,5,16,41.84474
2020,12,5,17,44.34778
2020,12,5,18,49.93947
2020,12,5,19,52.0509
2020,12,5,20,51.44159
2020,12,5,21,50.70227
2020,12,5,22,49.33948
2020,12,5,23,51.6427
2020,12,5,24,49.32
2020,12,6,1,47.93238
2020,12,6,2,47.78129
2020,12,6,3,47.97647
2020,12,6,4,48.45025
2020,12,6,5,49.15896
2020,12,6,6,50.21224
2020,12,6,7,52.52949
2020,12,6,8,54.59
2020,12,6,9,51.94573
2020,12,6,10,49.79725
2020,12,6,11,47.70544
2020,12,6,12,45.31836
2020,12,6,13,43.18547
2020,12,6,14,42.04358
2020,12,6,15,41.31825
2020,12,6,16,41.26928
2020,12,6,17,44.29898
2020,12,6,18,49.31492
2020,12,6,19,50.05046
2020,12,6,20,49.26733
2020,12,6,21,48.4455
2020,12,6,22,47.24305
2020,12,6,23,49.63187
2020,12,6,24,47.409
2020,12,7,1,46.28663
2020,12,7,2,46.1379
2020,12,7,3,46.53041
2020,12,7,4,47.28584
2020,12,7,5,48.19837
2020,12,7,6,49.90276
2020,12,7,7,52.63032
2020,12,7,8,55.10033
2020,12,7,9,54.24346
2020,12,7,10,51.41926
2020,12,7,11,47.58182
2020,12,7,12,44.55197
2020,12,7,13,42.55956
2020,12,7,14,41.72552
2020,12,7,15,41.09272
2020,12,7,16,40.70318
2020,12,7,17,44.05887
2020,12,7,18,49.42733
2020,12,7,19,50.53003
2020,12,7,20,50.35213
2020,12,7,21,49.93438
2020,12,7,22,48.99995
2020,12,7,23,51.03149
2020,12,7,24,49.33429
2020,12,8,1,48.52182
2020,12,8,2,48.68598
2020,12,8,3,49.08325
2020,12,8,4,49.66787
2020,12,8,5,50.74873
2020,12,8,6,52.08232
2020,12,8,7,54.44284
2020,12,8,8,56.73187
2020,12,8,9,55.29367
2020,12,8,10,52.94596
2020,12,8,11,49.47924
2020,12,8,12,45.90456
2020,12,8,13,44.039
2020,12,8,14,42.35673
2020,12,8,15,41.93723
2020,12,8,16,41.44191
2020,12,8,17,44.25784
2020,12,8,18,49.49663
2020,12,8,19,50.84911
2020,12,8,20,50.47042
2020,12,8,21,50.23382
2020,12,8,22,49.17061
2020,12,8,23,51.55224
2020,12,8,24,49.38458
2020,12,9,1,48.60813
2020,12,9,2,49.08643
2020,12,9,3,49.56505
2020,12,9,4,50.11653
2020,12,9,5,51.13382
2020,12,9,6,53.00244
2020,12,9,7,55.98187
2020,12,9,8,58.10691
2020,12,9,9,55.91721
2020,12,9,10,51.31674
2020,12,9,11,48.41348
2020,12,9,12,45.94228
2020,12,9,13,44.02363
2020,12,9,14,42.82127
2020,12,9,15,41.83276
2020,12,9,16,42.22698
2020,12,9,17,45.42368
2020,12,9,18,50.84727
2020,12,9,19,51.79909
2020,12,9,20,51.62002
2020,12,9,21,50.61807
2020,12,9,22,49.35379
2020,12,9,23,51.65906
2020,12,9,24,49.31613
2020,12,10,1,47.85849
2020,12,10,2,47.63538
2020,12,10,3,47.77206
2020,12,10,4,47.94332
2020,12,10,5,48.49515
2020,12,10,6,49.9306
2020,12,10,7,52.74631
2020,12,10,8,55.51244
2020,12,10,9,55.74913
2020,12,10,10,54.6177
2020,12,10,11,52.90778
2020,12,10,12,51.47688
2020,12,10,13,49.96542
2020,12,10,14,49.49812
2020,12,10,15,50.47291
2020,12,10,16,50.37315
2020,12,10,17,51.56922
2020,12,10,18,53.3116
2020,12,10,19,53.24141
2020,12,10,20,51.84884
2020,12,10,21,50.78568
2020,12,10,22,49.52998
2020,12,10,23,51.17878
2020,12,10,24,48.39846
2020,12,11,1,47.08374
2020,12,11,2,46.42861
2020,12,11,3,46.13794
2020,12,11,4,46.24956
2020,12,11,5,46.91716
2020,12,11,6,48.13454
2020,12,11,7,50.5802
2020,12,11,8,52.82869
2020,12,11,9,53.47175
2020,12,11,10,53.5696
2020,12,11,11,52.53009
2020,12,11,12,52.27797
2020,12,11,13,51.20825
2020,12,11,14,51.16588
2020,12,11,15,51.66824
2020,12,11,16,51.30109
2020,12,11,17,52.63643
2020,12,11,18,55.71049
2020,12,11,19,56.33562
2020,12,11,20,55.5174
2020,12,11,21,54.2724
2020,12,11,22,53.03145
2020,12,11,23,55.63597
2020,12,11,24,52.54938
2020,12,12,1,50.6848
2020,12,12,2,50.00697
2020,12,12,3,50.06081
2020,12,12,4,50.04901
2020,12,12,5,50.39727
2020,12,12,6,51.30138
2020,12,12,7,53.11589
2020,12,12,8,55.23588
2020,12,12,9,56.86722
2020,12,12,10,56.36939
2020,12,12,11,55.42886
2020,12,12,12,55.23223
2020,12,12,13,54.8624
2020,12,12,14,53.91812
2020,12,12,15,54.54656
2020,12,12,16,54.28973
2020,12,12,17,55.37627
2020,12,12,18,58.42223
2020,12,12,19,58.67904
2020,12,12,20,57.66517
2020,12,12,21,56.15772
2020,12,12,22,54.7812
2020,12,12,23,56.33496
2020,12,12,24,53.17113
2020,12,13,1,51.91002
2020,12,13,2,51.67518
2020,12,13,3,51.60496
2020,12,13,4,52.51817
2020,12,13,5,52.94303
2020,12,13,6,54.32807
2020,12,13,7,56.64675
2020,12,13,8,59.58175
2020,12,13,9,60.94333
2020,12,13,10,59.47458
2020,12,13,11,58.02452
2020,12,13,12,55.90277
2020,12,13,13,54.14941
2020,12,13,14,52.82413
2020,12,13,15,52.06276
2020,12,13,16,51.65554
2020,12,13,17,53.84264
2020,12,13,18,57.96799
2020,12,13,19,58.33717
2020,12,13,20,57.71295
2020,12,13,21,56.82769
2020,12,13,22,55.48622
2020,12,13,23,58.07513
2020,12,13,24,55.41071
2020,12,14,1,54.10697
2020,12,14,2,53.6659
2020,12,14,3,53.36228
2020,12,14,4,53.51608
2020,12,14,5,53.66735
2020,12,14,6,54.30394
2020,12,14,7,56.11905
2020,12,14,8,58.66366
2020,12,14,9,59.33299
2020,12,14,10,58.45462
2020,12,14,11,56.49938
2020,12,14,12,54.85021
2020,12,14,13,53.92232
2020,12,14,14,54.45368
2020,12,14,15,54.67106
2020,12,14,16,53.07579
2020,12,14,17,53.89916
2020,12,14,18,56.62889
2020,12,14,19,56.47737
2020,12,14,20,54.99576
2020,12,14,21,53.4761
2020,12,14,22,51.72896
2020,12,14,23,53.86603
2020,12,14,24,51.16057
2020,12,15,1,49.8069
2020,12,15,2,49.54826
2020,12,15,3,49.25668
2020,12,15,4,49.26057
2020,12,15,5,50.03672
2020,12,15,6,51.29884
2020,12,15,7,53.98501
2020,12,15,8,56.5719
2020,12,15,9,56.8256
2020,12,15,10,57.09466
2020,12,15,11,56.02625
2020,12,15,12,53.94268
2020,12,15,13,53.62859
2020,12,15,14,53.84372
2020,12,15,15,54.12764
2020,12,15,16,53.22568
2020,12,15,17,54.58824
2020,12,15,18,57.57372
2020,12,15,19,57.94929
2020,12,15,20,57.18291
2020,12,15,21,56.01729
2020,12,15,22,54.55259
2020,12,15,23,56.68148
2020,12,15,24,53.99467
2020,12,16,1,51.89171
2020,12,16,2,51.05491
2020,12,16,3,51.47497
2020,12,16,4,51.42277
2020,12,16,5,51.42781
2020,12,16,6,52.65443
2020,12,16,7,54.7468
2020,12,16,8,56.59278
2020,12,16,9,57.09212
2020,12,16,10,54.99285
2020,12,16,11,54.05802
2020,12,16,12,52.97122
2020,12,16,13,52.58
2020,12,16,14,52.88981
2020,12,16,15,53.04728
2020,12,16,16,52.11042
2020,12,16,17,52.84189
2020,12,16,18,55.98115
2020,12,16,19,55.80573
2020,12,16,20,54.89684
2020,12,16,21,53.50981
2020,12,16,22,51.74345
2020,12,16,23,53.73483
2020,12,16,24,50.99605
2020,12,17,1,50.96913
2020,12,17,2,51.26642
2020,12,17,3,51.54558
2020,12,17,4,51.89117
2020,12,17,5,52.7143
2020,12,17,6,54.47035
2020,12,17,7,57.23835
2020,12,17,8,59.57132
2020,12,17,9,59.58723
2020,12,17,10,58.45979
2020,12,17,11,56.73832
2020,12,17,12,55.08659
2020,12,17,13,53.65745
2020,12,17,14,52.62239
2020,12,17,15,52.33151
2020,12,17,16,52.91161
2020,12,17,17,54.02508
2020,12,17,18,56.57953
2020,12,17,19,56.93989
2020,12,17,20,56.30659
2020,12,17,21,55.20011
2020,12,17,22,53.56583
2020,12,17,23,55.22994
2020,12,17,24,52.61244
2020,12,18,1,50.45457
2020,12,18,2,49.53233
2020,12,18,3,49.60822
2020,12,18,4,49.82745
2020,12,18,5,49.79431
2020,12,18,6,51.09991
2020,12,18,7,53.46301
2020,12,18,8,55.19404
2020,12,18,9,56.0758
2020,12,18,10,55.92903
2020,12,18,11,55.39384
2020,12,18,12,53.29334
2020,12,18,13,51.42606
2020,12,18,14,52.17572
2020,12,18,15,52.75898
2020,12,18,16,52.4194
2020,12,18,17,54.30316
2020,12,18,18,57.58706
2020,12,18,19,58.08745
2020,12,18,20,57.13413
2020,12,18,21,55.47603
2020,12,18,22,54.29027
2020,12,18,23,56.16057
2020,12,18,24,52.46789
2020,12,19,1,50.70639
2020,12,19,2,49.77734
2020,12,19,3,49.3066
2020,12,19,4,49.65134
2020,12,19,5,50.47724
2020,12,19,6,51.76048
2020,12,19,7,54.09871
2020,12,19,8,57.12633
2020,12,19,9,58.65405
2020,12,19,10,58.74155
2020,12,19,11,57.41762
2020,12,19,12,55.90606
2020,12,19,13,54.51729
2020,12,19,14,53.68875
2020,12,19,15,54.55796
2020,12,19,16,54.84954
2020,12,19,17,56.14129
2020,12,19,18,59.45814
2020,12,19,19,59.19704
2020,12,19,20,57.82476
2020,12,19,21,56.30859
2020,12,19,22,54.06481
2020,12,19,23,54.8933
2020,12,19,24,50.99505
2020,12,20,1,49.08729
2020,12,20,2,47.98813
2020,12,20,3,48.12005
2020,12,20,4,48.74589
2020,12,20,5,49.26131
2020,12,20,6,50.31259
2020,12,20,7,52.42582
2020,12,20,8,54.85483
2020,12,20,9,56.84571
2020,12,20,10,57.3003
2020,12,20,11,56.04878
2020,12,20,12,54.53956
2020,12,20,13,53.42343
2020,12,20,14,52.85173
2020,12,20,15,52.34296
2020,12,20,16,50.99726
2020,12,20,17,52.33039
2020,12,20,18,55.04232
2020,12,20,19,54.29304
2020,12,20,20,52.98787
2020,12,20,21,51.67592
2020,12,20,22,50.09572
2020,12,20,23,50.23477
2020,12,20,24,46.62749
2020,12,21,1,44.94762
2020,12,21,2,44.14026
2020,12,21,3,43.81672
2020,12,21,4,43.69239
2020,12,21,5,43.85547
2020,12,21,6,44.87736
2020,12,21,7,47.18196
2020,12,21,8,50.35497
2020,12,21,9,50.19497
2020,12,21,10,50.5187
2020,12,21,11,49.41718
2020,12,21,12,49.07308
2020,12,21,13,48.18198
2020,12,21,14,47.41402
2020,12,21,15,46.7671
2020,12,21,16,45.58538
2020,12,21,17,46.50761
2020,12,21,18,50.84159
2020,12,21,19,51.72097
2020,12,21,20,51.3808
2020,12,21,21,50.23838
2020,12,21,22,48.71723
2020,12,21,23,50.11105
2020,12,21,24,47.35725
2020,12,22,1,45.38214
2020,12,22,2,44.97321
2020,12,22,3,44.90112
2020,12,22,4,45.35636
2020,12,22,5,46.14586
2020,12,22,6,47.6454
2020,12,22,7,50.48869
2020,12,22,8,53.71512
2020,12,22,9,54.31235
2020,12,22,10,53.59029
2020,12,22,11,51.54188
2020,12,22,12,49.57067
2020,12,22,13,47.75475
2020,12,22,14,47.22625
2020,12,22,15,47.30116
2020,12,22,16,48.16825
2020,12,22,17,51.25987
2020,12,22,18,54.9936
2020,12,22,19,56.20526
2020,12,22,20,55.17161
2020,12,22,21,54.80513
2020,12,22,22,53.32291
2020,12,22,23,54.53882
2020,12,22,24,51.852
2020,12,23,1,51.04983
2020,12,23,2,50.56068
2020,12,23,3,49.82654
2020,12,23,4,50.05132
2020,12,23,5,50.71994
2020,12,23,6,51.95951
2020,12,23,7,54.34025
2020,12,23,8,57.05532
2020,12,23,9,59.14446
2020,12,23,10,60.18164
2020,12,23,11,60.62762
2020,12,23,12,60.16829
2020,12,23,13,59.43824
2020,12,23,14,59.32238
2020,12,23,15,58.91849
2020,12,23,16,58.07908
2020,12,23,17,59.00192
2020,12,23,18,61.42727
2020,12,23,19,61.68652
2020,12,23,20,60.86083
2020,12,23,21,59.54551
2020,12,23,22,57.72536
2020,12,23,23,59.00356
2020,12,23,24,55.46168
2020,12,24,1,53.27289
2020,12,24,2,52.59352
2020,12,24,3,52.01915
2020,12,24,4,52.10412
2020,12,24,5,52.58873
2020,12,24,6,53.55396
2020,12,24,7,55.57068
2020,12,24,8,58.41244
2020,12,24,9,60.38499
2020,12,24,10,60.32333
2020,12,24,11,57.84611
2020,12,24,12,56.13298
2020,12,24,13,53.66093
2020,12,24,14,52.01781
2020,12,24,15,50.97056
2020,12,24,16,51.12984
2020,12,24,17,53.41353
2020,12,24,18,57.55092
2020,12,24,19,57.8737
2020,12,24,20,57.2225
2020,12,24,21,56.17945
2020,12,24,22,55.20433
2020,12,24,23,57.39578
2020,12,24,24,53.97375
2020,12,25,1,52.17772
2020,12,25,2,51.63914
2020,12,25,3,51.47103
2020,12,25,4,51.69232
2020,12,25,5,52.39609
2020,12,25,6,53.22101
2020,12,25,7,55.40842
2020,12,25,8,58.7181
2020,12,25,9,60.14787
2020,12,25,10,58.42802
2020,12,25,11,56.26423
2020,12,25,12,53.87502
2020,12,25,13,52.14419
2020,12,25,14,50.501
2020,12,25,15,49.53139
2020,12,25,16,49.41007
2020,12,25,17,51.70723
2020,12,25,18,55.70788
2020,12,25,19,55.78624
2020,12,25,20,54.93305
2020,12,25,21,54.15143
2020,12,25,22,52.95474
2020,12,25,23,54.72126
2020,12,25,24,51.53745
2020,12,26,1,49.85092
2020,12,26,2,49.41826
2020,12,26,3,49.04112
2020,12,26,4,49.54335
2020,12,26,5,49.86018
2020,12,26,6,51.07697
2020,12,26,7,53.16235
2020,12,26,8,56.50287
2020,12,26,9,59.06004
2020,12,26,10,57.34302
2020,12,26,11,55.69053
2020,12,26,12,53.19872
2020,12,26,13,51.32528
2020,12,26,14,49.4405
2020,12,26,15,48.70034
2020,12,26,16,48.62207
2020,12,26,17,51.08047
2020,12,26,18,55.83769
2020,12,26,19,56.14197
2020,12,26,20,54.83333
2020,12,26,21,53.53993
2020,12,26,22,51.31139
2020,12,26,23,51.44358
2020,12,26,24,47.41855
2020,12,27,1,45.45473
2020,12,27,2,44.77397
2020,12,27,3,44.94057
2020,12,27,4,45.08141
2020,12,27,5,45.42341
2020,12,27,6,46.44636
2020,12,27,7,48.28216
2020,12,27,8,51.46533
2020,12,27,9,54.37512
2020,12,27,10,55.16452
2020,12,27,11,54.59917
2020,12,27,12,54.04409
2020,12,27,13,53.35429
2020,12,27,14,52.49393
2020,12,27,15,52.55614
2020,12,27,16,52.32947
2020,12,27,17,54.07009
2020,12,27,18,57.63302
2020,12,27,19,57.76401
2020,12,27,20,56.35805
2020,12,27,21,55.14259
2020,12,27,22,52.92595
2020,12,27,23,54.07474
2020,12,27,24,50.78594
2020,12,28,1,49.14511
2020,12,28,2,48.73921
2020,12,28,3,48.57298
2020,12,28,4,48.70078
2020,12,28,5,49.15999
2020,12,28,6,50.60448
2020,12,28,7,52.92497
2020,12,28,8,56.64032
2020,12,28,9,59.35593
2020,12,28,10,60.03187
2020,12,28,11,60.16164
2020,12,28,12,58.90316
2020,12,28,13,57.64785
2020,12,28,14,56.33878
2020,12,28,15,55.47982
2020,12,28,16,54.95677
2020,12,28,17,56.88076
2020,12,28,18,60.18886
2020,12,28,19,59.69465
2020,12,28,20,57.77942
2020,12,28,21,55.49168
2020,12,28,22,52.66458
2020,12,28,23,52.72419
2020,12,28,24,48.18541
2020,12,29,1,45.9926
2020,12,29,2,45.19169
2020,12,29,3,44.48293
2020,12,29,4,44.76014
2020,12,29,5,45.45486
2020,12,29,6,47.1478
2020,12,29,7,49.84396
2020,12,29,8,53.19923
2020,12,29,9,55.46452
2020,12,29,10,56.36162
2020,12,29,11,56.43909
2020,12,29,12,55.47036
2020,12,29,13,53.84034
2020,12,29,14,53.01439
2020,12,29,15,52.19237
2020,12,29,16,51.85346
2020,12,29,17,54.29682
2020,12,29,18,59.88605
2020,12,29,19,60.83632
2020,12,29,20,59.49639
2020,12,29,21,58.30787
2020,12,29,22,56.53386
2020,12,29,23,58.17333
2020,12,29,24,54.52629
2020,12,30,1,53.0911
2020,12,30,2,52.7045
2020,12,30,3,52.82405
2020,12,30,4,53.29863
2020,12,30,5,53.95782
2020,12,30,6,55.37789
2020,12,30,7,58.32045
2020,12,30,8,62.40683
2020,12,30,9,64.30911
2020,12,30,10,63.68093
2020,12,30,11,61.59845
2020,12,30,12,59.57723
